DiseaseName	PMID	Line index	The # of total tokens in sentence	Start position of tagged disease in sentence
ms	pmid: 22144343	3	26	15
ms	pmid: 22951995	15	14	8
ms	pmid: 22466791	3	25	11
ms	pmid: 22968542	2	10	7
ms	pmid: 22968542	3	31	17
ms	pmid: 22968542	4	49	8
ms	pmid: 22968543	3	44	31
ms	pmid: 22968544	5	34	9
ms	pmid: 22277374	6	42	18
ms	pmid: 23303521	11	24	3
ms	pmid: 22396437	2	16	5
ms	pmid: 22396437	3	26	24
ms	pmid: 23576302	6	33	18
ms	pmid: 22246459	4	31	22
ms	pmid: 22046772	4	8	6
ms	pmid: 23504242	3	29	14
ms	pmid: 22473770	8	36	20
ms	pmid: 23478275	2	15	8
ms	pmid: 23478275	3	38	9
ms	pmid: 21938671	3	20	18
ms	pmid: 22295019	4	39	19
ms	pmid: 22461701	3	27	15
ms	pmid: 22047971	6	47	7
ms	pmid: 21902450	3	33	22
ms	pmid: 22888087	3	27	25
ms	pmid: 24029186	9	14	5
ms	pmid: 22232355	3	28	6
ms	pmid: 22232353	16	21	11
ms	pmid: 22253828	5	30	16
ms	pmid: 22220278	3	20	19
ms	pmid: 22220278	5	33	28
ms	pmid: 22161990	3	15	8
ms	pmid: 22870943	4	37	27
ms	pmid: 23757766	8	20	7
ms	pmid: 22530640	6	35	5
ms	pmid: 22530640	7	28	11
ms	pmid: 22606332	3	14	10
ms	pmid: 22713377	2	13	7
ms	pmid: 22713377	3	27	19
ms	pmid: 21699406	2	13	8
ms	pmid: 21699406	3	41	16
ms	pmid: 22732449	4	35	20
ms	pmid: 21915943	3	9	7
ms	pmid: 23291870	3	16	9
ms	pmid: 23291870	5	17	11
ms	pmid: 23291872	5	23	11
ms	pmid: 23291872	9	17	4
ms	pmid: 22952316	3	11	3
ms	pmid: 22952316	5	103	93
ms	pmid: 21777034	3	34	17
ms	pmid: 21777034	4	13	10
ms	pmid: 21777034	6	26	19
ms	pmid: 22057152	3	25	8
ms	pmid: 22806903	3	18	16
ms	pmid: 22884303	6	47	20
ms	pmid: 23221338	3	20	9
ms	pmid: 21945466	3	13	7
ms	pmid: 23160276	3	31	20
ms	pmid: 23695501	3	13	11
ms	pmid: 23447800	3	34	12
ms	pmid: 23077021	5	16	14
ms	pmid: 23202919	4	29	26
ms	pmid: 22074360	12	23	18
ms	pmid: 23437178	2	22	9
ms	pmid: 23437178	3	25	10
ms	pmid: 23437178	4	24	22
ms	pmid: 23983034	7	17	14
ms	pmid: 23983034	8	32	10
ms	pmid: 23983034	11	25	7
ms	pmid: 23983034	12	18	9
ms	pmid: 23983034	14	15	3
ms	pmid: 23983034	17	41	9
ms	pmid: 23983034	18	56	49
ms	pmid: 23983034	19	30	27
ms	pmid: 22258960	3	18	16
ms	pmid: 22258960	5	30	13
ms	pmid: 22258960	6	23	5
ms	pmid: 23463168	5	22	18
ms	pmid: 22897153	6	20	9
ms	pmid: 23739916	6	28	15
ms	pmid: 23739916	7	21	17
ms	pmid: 23739915	3	23	21
ms	pmid: 23739915	5	42	31
ms	pmid: 23739915	7	72	16
ms	pmid: 23739915	9	15	12
ms	pmid: 23089549	2	13	11
ms	pmid: 23089549	3	11	8
ms	pmid: 23862098	3	18	16
ms	pmid: 21594697	5	21	15
ms	pmid: 23222689	3	18	9
ms	pmid: 23244811	2	24	3
ms	pmid: 23244811	3	23	22
ms	pmid: 23244811	6	29	23
ms	pmid: 21969411	3	35	10
ms	pmid: 21969411	8	35	11
ms	pmid: 21969411	10	56	13
ms	pmid: 22217263	2	9	4
ms	pmid: 22217263	3	31	8
ms	pmid: 22217263	5	52	17
ms	pmid: 22385519	2	17	4
ms	pmid: 22385519	5	24	10
ms	pmid: 22385519	6	25	21
ms	pmid: 22385519	7	41	12
ms	pmid: 21511689	3	53	16
ms	pmid: 23450612	3	19	8
ms	pmid: 23450612	7	46	13
ms	pmid: 22440485	3	33	31
ms	pmid: 22979982	3	26	24
ms	pmid: 22438029	2	17	4
ms	pmid: 23548494	2	22	14
ms	pmid: 23423844	3	28	12
ms	pmid: 22960049	2	13	4
ms	pmid: 22960049	3	28	26
ms	pmid: 21584674	2	10	3
