Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
223703_at	0.208833218	0.212753847	0.265497744	0.39707914	0.239812732	0.426835358	0.239812732	0.172850043	0.222847193	0.252308309	0.250778228	0.271426409	0.453742117	0.234966964	0.173187718	0.476251483	0.422752827	0.118093051	0.272620618	0.239812732	0.21994625	0.167131066	0.401409864	0.381804675	0.380774468	0.29546991	0.492511868	0.284317017	0.212753847	0.245078892	0.25461176	0.435155183	0.458890349	0.15316458	0.314682245	0.292552859	0.258861154	0.32171917	0.343091816	0.311638922	0.358310878	0.365158856	0.33022818	0.361719757	0.256925344	0.263145596	0.281873822	0.355412513	0.340301275	0.311205864	0.319066912	0.31686908	0.33022818	0.306469977	0.358310878	0.357342392	0.290480375	0.287183285	0.337069541	0.311638922	0.285543293	0.324387878	0.271824151	0.243569121	0.294217527	0.304333776	0.313375384	0.372131139	0.282280177	0.269838572
223708_at	0.596710801	0.635592103	0.245456979	0.594505131	0.552562773	0.178610533	0.386999398	0.483914018	0.018562824	0.560936511	0.451833397	0.024601959	0.444312662	0.446176082	0.369127363	0.138099298	0.169481069	0.530693769	0.417576015	0.120017119	0.118093051	0.231636345	0.31686908	0	0.190265939	0.057103507	0.551649988	0.097675279	0.328873247	0.095131725	0.113291897	0.42801109	0.340301275	0.168473095	0.026562786	0.228324905	0.178270489	0.344494283	0.250396401	0.258473396	0.076365411	0.145604506	0.30732733	0.290480375	0.12773706	0.25461176	0.270235062	0.291308284	0.129673555	0.235709757	0.234966964	0.227225274	0.301783621	0.246971995	0.236081526	0.191995993	0.238690749	0.027270475	0.284317017	0.171163782	0.134851739	0.222847193	0.197212264	0.215620726	0.239438489	0.258473396	0.323496461	0.106907524	0.319507837	0.28025189
223786_at	0.015907578	0.090681948	0.085596174	0.061307043	0.141682282	0.037283272	0.020790122	0.023342185	0.062596224	0.075727694	0.084642276	0.016099367	0.064205244	0.360255152	0.32171917	0.1338792	0.023342185	0.037113827	0.056130152	0.045647826	0.076046571	0.038297705	0.01667323	0	0.045151025	0.054504812	0.019681141	0.036265448	0.073174775	0.030771544	0.049274385	0.04199088	0.090681948	0.029378179	0.060338926	0.041656729	0.020052126	0.056779202	0.024243005	0.069338143	0.088774994	0.025139021	0.038972192	0.112013578	0.012976326	0.010752764	0.082097687	0.036944382	0.095767535	0.022617631	0.077958919	0.04365724	0.020236889	0.015522444	0.076365411	0.0706181	0.006008726	0.031464972	0.156139106	0.008010539	0.020052126	0.004110144	0.082097687	0.030075975	0.013175303	0.009083079	0.090046309	0.01277735	0.024422679	0.0274469
223828_s_at	0.082097687	0.169817328	0.379234552	0.288828939	0.042991553	0.446176082	0.352057785	0.03250128	0.283501238	0.014747261	0.229426607	0.287183285	0.158127472	0.109459184	0.131936401	0.227958128	0.584845364	0.142988086	0.108821027	0.079869814	0.458242089	0.097675279	0.248491257	0.479014635	0.44184497	0.13777414	0.30732733	0.210968718	0.130642861	0.122264713	0.174878284	0.291308284	0.560936511	0.055155426	0.226859182	0.232744396	0.369127363	0.333862901	0.319066912	0.264712483	0.34873116	0.354931504	0.298405498	0.406899422	0.396541506	0.331133902	0.34873116	0.306469977	0.357826322	0.306469977	0.361719757	0.34873116	0.215620726	0.376682103	0.388047278	0.346842587	0.281873822	0.32171917	0.471477449	0.286362588	0.331133902	0.394933432	0.298826396	0.265497744	0.334319472	0.300513893	0.262754619	0.419292778	0.211325347	0.370626271
223845_at	0.253458798	0.285543293	0.073174775	0.201765731	0.320833266	0.198959932	0.092906706	0.349204719	0.162784278	0.281873822	0.259637505	0.042324729	0.105951279	0.356859028	0.210968718	0.067415908	0.130319685	0.323496461	0.258085966	0.063883647	0.009294214	0.229059145	0.078596033	0.199660271	0.169817328	0.216699243	0.207768157	0.160785481	0.286772758	0.098947436	0.195469096	0.153824776	0.214185625	0.074292094	0.203525409	0.042991553	0.04696982	0.165791214	0.095131725	0.032845736	0.129996583	0.116171107	0.194773078	0.007133564	0.035584919	0.115530916	0.078277498	0.154485419	0.056130152	0.048945822	0.103721268	0.136799201	0.09354239	0.14987047	0.167801812	0.122586057	0.174539879	0.117131822	0.093860239	0.030075975	0.069017969	0.077640302	0.123228952	0.073494084	0.125159279	0.066453665	0.016099367	0.190265939	0.081779502	0.053527653
223991_s_at	0.364173144	0.408563316	0.374146968	0.33660993	0.367634356	0.333862901	0.457595199	0.414168328	0.331133902	0.396004677	0.383355379	0.307756603	0.325281173	0.377700984	0.306041926	0.365158856	0.40634656	0.350153476	0.323496461	0.381289214	0.482505739	0.443076432	0.337069541	0.337529659	0.338451475	0.393332571	0.29463461	0.367137969	0.34637183	0.393332571	0.330680788	0.373641998	0.415867895	0.394399017	0.340301275	0.292137623	0.34215951	0.34215951	0.341229349	0.356859028	0.349204719	0.357826322	0.36123094	0.334776551	0.362209171	0.326176345	0.281467825	0.360742748	0.325281173	0.312072396	0.343558759	0.350153476	0.335692227	0.368131369	0.345431983	0.313375384	0.34262538	0.399779618	0.36565268	0.332041591	0.321054637	0.36269924	0.304760218	0.352535278	0.339838058	0.333406836	0.371628851	0.40414387	0.371628851	0.317746878
224022_x_at	0.062918246	0.021889489	0.076684199	0.039645292	0.09862937	0.111055344	0.049274385	0.12162222	0.036435276	0.150857523	0.071257658	0.006911922	0.015135692	0.530693769	0.603466809	0.039140552	0.160785481	0.072535984	0.017053856	0.050586566	0.03318971	0.009714799	0.019309781	0.064848132	0.074132524	0.013373244	0.044985339	0.298826396	0.387522966	0.074770749	0.102766022	0.112652645	0.169144943	0.285543293	0.106588736	0.013965082	0.015329069	0.11073602	0.1342033	0.019681513	0.053527653	0.044653714	0.010339994	0.051241454	0.148227572	0.084642276	0.040987518	0.009505347	0.09862937	0.073813334	0.122907467	0.105951279	0.04696982	0.062918246	0.064848132	0.12130107	0.068056971	0.066453665	0.09862937	0.115530916	0.003866903	0.010752764	0.050914105	0.093860239	0.107864097	0.004840709	0.080824792	0.013571184	0.132583663	0.095767535
224343_x_at	0.029028418	0.188540101	0.072216503	0.05189557	0.123550497	0.002555168	0.048288047	0.012377227	0.03181091	0.022071755	0.047958829	0.056941353	0.026916968	0.120979987	0.205289841	0.056779202	0.046639681	0.084960259	0.026916968	0.233854592	0.020052126	0	0.028327107	0.021706752	0.077002943	0.337990314	0.00201183	0.072535984	0.071896955	0.13842456	0.050586566	0.021340791	0.185787424	0.011972433	0.035243902	0.04199088	0.020421652	0.062596224	0.06629321	0.064848132	0.069338143	0.022435825	0.068056971	0.007133564	0.012377227	0.043324534	0.073174775	0.039645292	0.012377227	0.03111852	0.018936502	0.036265448	0.059369691	0.014161082	0.030424032	0.006008726	0.038297705	0	0	0.025496051	0.039308909	0.024063332	0.013767163	0.04548227	0.092906706	0.044487767	0.01277735	0.049930885	0.021889489	0.058075555
224480_s_at	0.086549938	0.044321824	0.449936271	0.366642237	0.04132228	0.422173679	0.114251167	0.150363892	0.417005688	0.022798987	0.156470194	0.420442164	0.341229349	0.232005447	0.071097791	0.182703108	0.299669355	0.33022818	0.185100898	0.078596033	0.160452783	0.266677886	0.242815793	0.384392828	0.453104585	0.106588736	0.185100898	0.39707914	0.095449626	0.219584614	0.279442966	0.063883618	0.279847264	0.055805396	0.325728536	0.394933432	0.460190982	0.486751348	0.373641998	0.364665687	0.586955786	0.405794591	0.418147296	0.432159483	0.371628851	0.393865407	0.505921483	0.370125979	0.427422702	0.34873116	0.455021173	0.360255152	0.383873731	0.399779618	0.438786894	0.528191984	0.367634356	0.451833397	0.466778785	0.435155183	0.470801681	0.407453179	0.387522966	0.303056896	0.388047278	0.470801681	0.351580858	0.468783468	0.359768182	0.301783621
224501_at	0.062112983	0.073494084	0.050258826	0.017999241	0.087185718	0.112652645	0.020052126	0.078914531	0.005386208	0.017810958	0.019309781	0.025317535	0.03387627	0.03111852	0.0675762	0.015521904	0.03250128	0.033017486	0.021157566	0.084324278	0.034561027	0.068377383	0.032328814	0.097675279	0.047464557	0.04365724	0.204583496	0.024781236	0.035925385	0.054179262	0.067736484	0.141356081	0.017433083	0.010130589	0.008010539	0.050914105	0.002289459	0.025139021	0.146259651	0.076365411	0.16478771	0.015907578	0.043989666	0.015329069	0.116491288	0.058561094	0.021524014	0.014357083	0.055805396	0	0.008657211	0.054179262	0.111374706	0.212039188	0.069017969	0.004602287	0.049274385	0.025139021	0.03404757	0.0706181	0.008657211	0.043324534	0.022617631	0.092271052	0.08972849	0.026562786	0.028327107	0.028327107	0.045316711	0
224516_s_at	0.28309387	0.691643715	0.669291198	0.603466809	0.627710044	0.438786894	0.677540541	0.63030231	0.36565268	0.490337998	0.529857159	0.466778785	0.394933432	0.711218715	0.601191044	0.595605195	0.502131164	0.396004677	0.682689607	0.649493039	0.717615545	0.559050262	0.514450371	0.390152127	0.411915332	0.717615545	0.631611347	0.677540541	0.741261244	0.47351405	0.724303663	0.60576725	0.546243668	0.609265745	0.501379311	0.556248546	0.545354068	0.6583606	0.573578715	0.532375216	0.379747152	0.476251483	0.552562773	0.560936511	0.59893924	0.639656544	0.57258153	0.526537478	0.50822109	0.590159535	0.554398656	0.569615483	0.608093083	0.59893924	0.451833397	0.437571794	0.595605195	0.51603049	0.61766547	0.561885238	0.507452428	0.566686749	0.570599914	0.61644429	0.649493039	0.609265745	0.59782213	0.388047278	0.594505131	0.618894041
224520_s_at	0.074451663	0.079232998	0.035584919	0.004646936	0.062596224	0.060015973	0.042324729	0.117131822	0.106588736	0.054504812	0.341229349	0.279039025	0.042491507	0.013571184	0.496172577	0.160452783	0.05189557	0.09831132	0.08813931	0.449936271	0.150528401	0.295052081	0.051077779	0.124837384	0.08972849	0.11009752	0.080506504	0.044985339	0.319066912	0.124515556	0.025496051	0.136474401	0.218861982	0.105951279	0.163117856	0.030424032	0.09640339	0.104358256	0.020421652	0.047958829	0.146587372	0.03181091	0.114890933	0.066774502	0.026739877	0.073174775	0.108821027	0.030075975	0.042991553	0.065811731	0.097357281	0.129996583	0.039308909	0.042658284	0.103402823	0.09831132	0.029727362	0.171837851	0.178610533	0.100219913	0.115210898	0.029552771	0.062918246	0.107226342	0.022980344	0.03421887	0.027623326	0.084960259	0.104676791	0.061629511
224595_at	0.423332989	0.451833397	0.394399017	0.470127434	0.455662668	0.553478956	0.408563316	0.370626271	0.26353687	0.413603693	0.447424501	0.405794591	0.569615483	0.52736342	0.375665993	0.583797574	0.534918249	0.578630686	0.390680254	0.540952981	0.234225139	0.558112741	0.482505739	0.595605195	0.539214015	0.736200035	0.400865614	0.400322199	0.371628851	0.328422576	0.326624632	0.44246009	0.429782569	0.256539017	0.335234135	0.427422702	0.479709506	0.469454706	0.472154766	0.481804162	0.39280054	0.502131164	0.453742117	0.497650325	0.453742117	0.466778785	0.405794591	0.536627829	0.48462072	0.455021173	0.479014635	0.51131779	0.517620027	0.408563316	0.543584287	0.426835358	0.479709506	0.372131139	0.415300429	0.422752827	0.487465084	0.469454706	0.494702578	0.409677029	0.492511868	0.468783468	0.426835358	0.380774468	0.485329181	0.474196017
224596_at	0.514450371	0.465449721	0.453742117	0.567658901	0.60576725	0.635592103	0.426249057	0.453104585	0.520022273	0.497650325	0.532375216	0.545354068	0.583797574	0.557178795	0.534918249	0.655356586	0.544467568	0.580683291	0.549834609	0.622624934	0.288828939	0.689813197	0.534918249	0.621373653	0.570599914	0.787487805	0.497650325	0.460843384	0.398156852	0.351580858	0.381804675	0.476939827	0.462152362	0.285952777	0.477629811	0.53748697	0.500629485	0.52325964	0.5192191	0.5192191	0.483209014	0.57558614	0.541827023	0.548032582	0.481104255	0.4860394	0.496910483	0.591237903	0.578630686	0.535771608	0.52407527	0.544467568	0.593410611	0.462808967	0.577611327	0.539214015	0.546243668	0.437571794	0.51131779	0.508991957	0.544467568	0.52407527	0.492511868	0.470127434	0.505159199	0.526537478	0.525714159	0.582754731	0.531533122	0.503641009
224699_s_at	0.546243668	0.547136545	0.507452428	0.51603049	0.579654694	0.487465084	0.548931956	0.53748697	0.466113538	0.592321575	0.48462072	0.414733917	0.581716597	0.450567365	0.480406046	0.638292134	0.582754731	0.470801681	0.541827023	0.594505131	0.565718591	0.480406046	0.552562773	0.501379311	0.440006644	0.590159535	0.498392135	0.423914164	0.497650325	0.53406775	0.412477195	0.559991539	0.5507406	0.414168328	0.427422702	0.423332989	0.426835358	0.416436315	0.409119725	0.437571794	0.395468652	0.443693936	0.414733917	0.418147296	0.382837743	0.381289214	0.426249057	0.449936271	0.472833633	0.48961705	0.405243486	0.390152127	0.448677868	0.411915332	0.460843384	0.430968881	0.438786894	0.385433227	0.421595514	0.437571794	0.425663799	0.403047711	0.443076432	0.413603693	0.421018332	0.46811375	0.443693936	0.492511868	0.433354467	0.425663799
224707_at	0.300936729	0.389098167	0.419292778	0.44493258	0.438786894	0.679239452	0.434553832	0.476939827	0.693495214	0.301359981	0.50822109	0.691643715	0.51287955	0.476939827	0.411354393	0.560936511	0.507452428	0.398156852	0.332951248	0.254227161	0.39280054	0.481104255	0.531533122	0.661415577	0.697263777	0.326176345	0.421018332	0.4860394	0.482505739	0.50822109	0.440618247	0.432159483	0.50822109	0.512097538	0.650941491	0.568635166	0.635592103	0.60576725	0.653873026	0.513663828	0.715452552	0.709145784	0.634256065	0.675858557	0.629001915	0.618894041	0.649493039	0.659881592	0.659881592	0.615230381	0.70112431	0.670909762	0.515239298	0.642414987	0.689813197	0.66452378	0.61766547	0.638292134	0.672543585	0.492511868	0.656852365	0.666098535	0.60576725	0.582754731	0.63030231	0.6046139	0.448050559	0.707100749	0.579654694	0.518418372
224719_s_at	0.443693936	0.588018596	0.521636009	0.568635166	0.558112741	0.451833397	0.566686749	0.611631036	0.590159535	0.588018596	0.611631036	0.499135941	0.548931956	0.659881592	0.63030231	0.590159535	0.63030231	0.646629572	0.554398656	0.560936511	0.679239452	0.656852365	0.5507406	0.528191984	0.498392135	0.548931956	0.659881592	0.540952981	0.643809378	0.722039819	0.634256065	0.659881592	0.672543585	0.626426518	0.558112741	0.57258153	0.57258153	0.539214015	0.546243668	0.601191044	0.394933432	0.426249057	0.571588576	0.540081978	0.594505131	0.529857159	0.509765029	0.57258153	0.505921483	0.515239298	0.522446573	0.548032582	0.571588576	0.540952981	0.48889792	0.522446573	0.556248546	0.5192191	0.592321575	0.627710044	0.506685853	0.552562773	0.611631036	0.579654694	0.585898101	0.499881715	0.61766547	0.515239298	0.602325857	0.594505131
224724_at	0.278635383	0.234595925	0.338913143	0.563794136	0.235338241	0.418147296	0.313810587	0.234595925	0.300936729	0.1823612	0.202820972	0.369127363	0.303907752	0.246213958	0.19234252	0.190957442	0.313810587	0.377700984	0.344026238	0.439396203	0.263145596	0.193036094	0.248111039	0.378722638	0.373137712	0.554398656	0.209900066	0.57558614	0.088774994	0.331587493	0.461497158	0.304333776	0.252308309	0.389624745	0.379747152	0.400322199	0.487465084	0.443693936	0.394399017	0.483914018	0.532375216	0.303907752	0.453104585	0.470127434	0.377700984	0.396004677	0.438178778	0.399779618	0.35879606	0.396541506	0.417576015	0.318186462	0.438178778	0.394399017	0.312940627	0.44246009	0.47351405	0.263145596	0.303056896	0.515239298	0.381804675	0.33660993	0.417005688	0.32171917	0.368131369	0.44246009	0.510540307	0.309477896	0.444312662	0.446799666
224753_at	0.297564834	0.341229349	0.449306428	0.374652624	0.440006644	0.409677029	0.331587493	0.315993041	0.210256085	0.406899422	0.403595358	0.434553832	0.400865614	0.370626271	0.383355379	0.405794591	0.381804675	0.31730774	0.300513893	0.423332989	0.476939827	0.338451475	0.397617608	0.438786894	0.407453179	0.297145098	0.30861643	0.157795772	0.329776049	0.476251483	0.061307043	0.148555934	0.301783621	0.014746679	0.356859028	0.350153476	0.261193693	0.413039982	0.446799666	0.306898445	0.275418341	0.422752827	0.371628851	0.390680254	0.398696959	0.418147296	0.337069541	0.391738832	0.406899422	0.399237871	0.368629038	0.438786894	0.432756424	0.354931504	0.406899422	0.26236394	0.378211468	0.425079554	0.388047278	0.304333776	0.344026238	0.429782569	0.302632064	0.398696959	0.430375189	0.400322199	0.326176345	0.478321403	0.408007801	0.381289214
224772_at	0.672543585	0.39280054	0.28309387	0.347785771	0.359768182	0.096721336	0.235709757	0.39280054	0.467445523	0.70112431	0.626426518	0.231636345	0.265890807	0.441231012	0.574580252	0.272620618	0.371127218	0.63030231	0.432756424	0.390680254	0.173525542	0.568635166	0.023342185	0.291722775	0.065811731	0.141356081	0.13842456	0.238690749	0.560936511	0.246213958	0.267071903	0.227958128	0.384392828	0.258473396	0.208122969	0.26197356	0.329324394	0.166795909	0.242063493	0.26236394	0.263145596	0.336150825	0.26353687	0.285543293	0.252691537	0.245078892	0.218140215	0.202117294	0.229794323	0.152175173	0.12162222	0.154485419	0.222120643	0.188195437	0.206704855	0.154155046	0.26786083	0.276622266	0.184415013	0.284725428	0.317746878	0.162117496	0.31034103	0.189920425	0.184415013	0.190611601	0.178270489	0.222483799	0.312072396	0.225762308
224782_at	0.44246009	0.425079554	0.292137623	0.430968881	0.497650325	0.47351405	0.413603693	0.45119974	0.42860052	0.455021173	0.431563646	0.471477449	0.454380989	0.39707914	0.393332571	0.510540307	0.477629811	0.322606891	0.41871956	0.471477449	0.531533122	0.376173705	0.507452428	0.410794377	0.485329181	0.396004677	0.496910483	0.455662668	0.426835358	0.438786894	0.482505739	0.48462072	0.482505739	0.444312662	0.429191023	0.530693769	0.416436315	0.45953998	0.529857159	0.478321403	0.520827889	0.5192191	0.456305504	0.462152362	0.457595199	0.483209014	0.44246009	0.438786894	0.432159483	0.491060764	0.474196017	0.44493258	0.492511868	0.57258153	0.482505739	0.497650325	0.458242089	0.52902323	0.480406046	0.472833633	0.44246009	0.472833633	0.435757637	0.491785407	0.482505739	0.485329181	0.425079554	0.502131164	0.483914018	0.416436315
224795_x_at	0.608093083	0.466113538	0.766838014	0.526537478	0.531533122	0.618894041	0.611631036	0.34215951	0.669291198	0.492511868	0.563794136	0.791331649	0.722039819	0.51603049	0.618894041	0.472154766	0.579654694	0.422752827	0.582754731	0.746521235	0.529857159	0.746521235	0.707100749	0.476939827	0.486751348	0.505921483	0.552562773	0.649493039	0.397617608	0.524893403	0.864423931	0.366642237	0.327972353	0.841220796	0.773319185	0.799462855	0.817998946	0.776699185	0.780181646	0.848193526	0.691643715	0.855859518	0.787487805	0.799462855	0.766838014	0.783774734	0.795318604	0.803781211	0.817998946	0.808293462	0.625151277	0.757725418	0.808293462	0.848193526	0.688003063	0.795318604	0.780181646	0.691643715	0.738707006	0.828838408	0.795318604	0.808293462	0.573578715	0.823256075	0.848193526	0.828838408	0.719810903	0.803781211	0.855859518	0.841220796
224822_at	0.039981335	0.104358256	0.096085459	0.226127699	0.13614969	0.26197356	0.128382251	0.089092828	0.148884416	0.197561443	0.163785398	0.119054809	0.052548945	0.211325347	0.148227572	0.164119378	0.013174612	0.109459184	0.151845589	0.076365411	0.672543585	0.091635406	0.089410663	0.254996657	0.167466372	0.099265523	0.214185625	0.153494626	0.047958829	0.111374706	0.037452526	0.225762308	0.266284198	0.245835334	0.205643311	0.218861982	0.129027754	0.238317266	0.292968482	0.144949794	0.041656729	0.26786083	0.182019457	0.221757695	0.042324729	0.253075033	0.231267467	0.178270489	0.255767286	0.27702421	0.069658242	0.248491257	0.232374802	0.191649646	0.20918864	0.066453665	0.223574623	0.056779202	0.106588736	0.183045164	0.182019457	0.239438489	0.111374706	0.178950742	0.245078892	0.220670179	0.21311149	0.073174775	0.103402823	0.187162444
224833_at	0.396541506	0.407453179	0.567658901	0.387522966	0.59782213	0.517620027	0.403047711	0.52736342	0.656852365	0.568635166	0.530693769	0.6046139	0.357826322	0.479709506	0.438178778	0.318186462	0.453742117	0.353492022	0.548931956	0.717615545	0.603466809	0.524893403	0.357342392	0.535771608	0.514450371	0.754830897	0.392269313	0.653873026	0.626426518	0.738707006	0.70112431	0.51131779	0.379747152	0.642414987	0.614023626	0.63693738	0.611631036	0.433354467	0.432159483	0.641030729	0.514450371	0.493970454	0.602325857	0.419292778	0.642414987	0.580683291	0.601191044	0.48462072	0.524893403	0.532375216	0.47351405	0.429191023	0.482505739	0.438786894	0.52736342	0.559991539	0.533220053	0.382837743	0.468783468	0.697263777	0.618894041	0.504399061	0.666098535	0.638292134	0.466113538	0.505921483	0.59893924	0.456305504	0.52736342	0.656852365
224837_at	0.57258153	0.715452552	0.580683291	0.592321575	0.70112431	0.567658901	0.667687595	0.615230381	0.61766547	0.677540541	0.686212778	0.584845364	0.570599914	0.609265745	0.620130003	0.53406775	0.553478956	0.667687595	0.634256065	0.674193025	0.646629572	0.726603806	0.59893924	0.593410611	0.579654694	0.703090906	0.608093083	0.728941858	0.675858557	0.536627829	0.770034313	0.682689607	0.568635166	0.787487805	0.621373653	0.629001915	0.648055792	0.578630686	0.578630686	0.6452142	0.571588576	0.559050262	0.622624934	0.57558614	0.662962854	0.629001915	0.642414987	0.583797574	0.5507406	0.611631036	0.582754731	0.574580252	0.650941491	0.594505131	0.601191044	0.565718591	0.59893924	0.600062191	0.589086473	0.653873026	0.615230381	0.60576725	0.653873026	0.656852365	0.6046139	0.592321575	0.6452142	0.497650325	0.61766547	0.655356586
224838_at	0.566686749	0.670909762	0.549834609	0.559050262	0.652401388	0.541827023	0.648055792	0.589086473	0.6583606	0.643809378	0.684441805	0.563794136	0.564754367	0.579654694	0.576596498	0.522446573	0.549834609	0.634256065	0.643809378	0.638292134	0.59893924	0.731319368	0.576596498	0.574580252	0.561885238	0.699182212	0.590159535	0.699182212	0.674193025	0.52407527	0.754830897	0.669291198	0.551649988	0.766838014	0.63030231	0.606926918	0.629001915	0.540081978	0.567658901	0.650941491	0.577611327	0.526537478	0.611631036	0.570599914	0.643809378	0.611631036	0.612823844	0.580683291	0.52736342	0.600062191	0.584845364	0.561885238	0.632929206	0.592321575	0.57258153	0.568635166	0.594505131	0.586955786	0.584845364	0.648055792	0.595605195	0.602325857	0.63693738	0.642414987	0.590159535	0.57558614	0.642414987	0.455021173	0.622624934	0.639656544
224851_at	0.746521235	0.841220796	0.552562773	0.611631036	0.791331649	0.492511868	0.731319368	0.787487805	0.383355379	0.713320613	0.669291198	0.496172577	0.6046139	0.625151277	0.611631036	0.670909762	0.715452552	0.600062191	0.666098535	0.63693738	0.741261244	0.516824067	0.570599914	0.533220053	0.452468336	0.757725418	0.66452378	0.363681197	0.584845364	0.848193526	0.287183285	0.776699185	0.743865192	0.094495967	0.475564748	0.582754731	0.555321813	0.52407527	0.521636009	0.551649988	0.394399017	0.447424501	0.52407527	0.52325964	0.509765029	0.53406775	0.521636009	0.578630686	0.491785407	0.547136545	0.485329181	0.543584287	0.549834609	0.46811375	0.541827023	0.524893403	0.567658901	0.480406046	0.56283778	0.493970454	0.53406775	0.554398656	0.615230381	0.52902323	0.583797574	0.528191984	0.553478956	0.552562773	0.567658901	0.499881715
224859_at	0.204583496	0.240936965	0.304333776	0.250778228	0.357342392	0.303482115	0.201063171	0.285952777	0.130319685	0.220308095	0.199660271	0.181677863	0.344962865	0.265497744	0.188195437	0.381289214	0.306041926	0.218140215	0.224667445	0.271028966	0.24168773	0.221032456	0.329776049	0.234225139	0.271426409	0.260804206	0.302207649	0.243946165	0.148227572	0.250778228	0.283908963	0.246971995	0.298826396	0.227225274	0.250396401	0.300091416	0.174201623	0.219584614	0.31730774	0.269442379	0.274617374	0.31034103	0.157464191	0.261583477	0.258085966	0.327522635	0.21994625	0.272222221	0.258085966	0.251160353	0.309046954	0.250778228	0.226127699	0.391738832	0.190611601	0.088774994	0.265890807	0.338451475	0.274617374	0.204230607	0.222483799	0.248871744	0.229059145	0.237571031	0.263145596	0.262754619	0.148884416	0.208122969	0.222120643	0.257698804
224861_at	0.389624745	0.495436609	0.356859028	0.389098167	0.36123094	0.433953583	0.460843384	0.372634083	0.399237871	0.415867895	0.344026238	0.436965942	0.44246009	0.203525409	0.338913143	0.323051453	0.524893403	0.371127218	0.528191984	0.27622062	0.57258153	0.378211468	0.414168328	0.483914018	0.435757637	0.6583606	0.39707914	0.388572335	0.19931002	0.629001915	0.233854592	0.470801681	0.464126468	0.069338143	0.383355379	0.415300429	0.430375189	0.287183285	0.36269924	0.40634656	0.52902323	0.429191023	0.430968881	0.381804675	0.409119725	0.337529659	0.419866979	0.378211468	0.413039982	0.449306428	0.379747152	0.397617608	0.328422576	0.318186462	0.467445523	0.475564748	0.395468652	0.292968482	0.256925344	0.381289214	0.485329181	0.401409864	0.402500927	0.402500927	0.367634356	0.413039982	0.325281173	0.382837743	0.369626343	0.31994921
224918_x_at	0.075727694	0.219223186	0.501379311	0.763724506	0.111055344	0.656852365	0.239064485	0.241312221	0.448677868	0.149212986	0.341694146	0.559050262	0.711218715	0.360742748	0.230162248	0.52325964	0.780181646	0.236825779	0.141356081	0.177590847	0.52736342	0.277426511	0.722039819	0.652401388	0.635592103	0.159787789	0.693495214	0.509765029	0.267071903	0.294217527	0.363189906	0.679239452	0.808293462	0.004323367	0.534918249	0.614023626	0.584845364	0.6046139	0.608093083	0.620130003	0.505159199	0.608093083	0.589086473	0.603466809	0.51603049	0.507452428	0.548931956	0.648055792	0.629001915	0.61644429	0.603466809	0.631611347	0.635592103	0.552562773	0.635592103	0.57558614	0.612823844	0.518418372	0.615230381	0.553478956	0.591237903	0.593410611	0.602325857	0.556248546	0.588018596	0.596710801	0.641030729	0.675858557	0.635592103	0.508991957
224973_at	0.178270489	0.42801109	0.565718591	0.629001915	0.112972245	0.6583606	0.453742117	0.335234135	0.392269313	0.140052229	0.336150825	0.443693936	0.520022273	0.292968482	0.193383142	0.648055792	0.682689607	0.19931002	0.236453533	0.069338143	0.222483799	0.209544256	0.689813197	0.682689607	0.669291198	0.20918864	0.580683291	0.403595358	0.148884416	0.443076432	0.292552859	0.652401388	0.626426518	0.058884624	0.48961705	0.521636009	0.574580252	0.620130003	0.622624934	0.487465084	0.471477449	0.540081978	0.507452428	0.61644429	0.548032582	0.638292134	0.505159199	0.632929206	0.577611327	0.589086473	0.66452378	0.653873026	0.627710044	0.563794136	0.629001915	0.558112741	0.652401388	0.601191044	0.611631036	0.449936271	0.56283778	0.655356586	0.505159199	0.631611347	0.646629572	0.530693769	0.545354068	0.516824067	0.643809378	0.661415577
225019_at	0.269838572	0.48462072	0.200361356	0.065811731	0.494702578	0.189229935	0.440006644	0.546243668	0.34873116	0.285134196	0.476939827	0.341694146	0.38491267	0.584845364	0.52325964	0.426249057	0.185100898	0.410235256	0.134851739	0.577611327	0.237571031	0.36565268	0.207413524	0.115530916	0.084483281	0.117772587	0.14987047	0.486751348	0.526537478	0.272620618	0.525714159	0.120979987	0.168137386	0.556248546	0.286772758	0.312940627	0.309046954	0.144949794	0.170153737	0.331587493	0.236081526	0.184072316	0.278635383	0.085278228	0.297564834	0.232374802	0.267071903	0.204230607	0.295888156	0.242063493	0.210968718	0.231267467	0.234966964	0.066774502	0.149212986	0.097039305	0.285543293	0.176572531	0.185100898	0.378722638	0.227958128	0.219223186	0.345431983	0.289653927	0.256539017	0.186474606	0.341694146	0.147571176	0.26353687	0.200361356
