Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
204628_s_at	0.101174511	0.181677863	0.023522679	0.206350803	0.068697713	0.126769841	0.063883647	0.205643311	0.115210898	0.116171107	0.131936401	0.131289467	0.212753847	0.157132745	0.191130459	0.165791214	0.109459184	0.053527653	0.197561443	0.133231267	0.24319233	0.072535984	0.11169412	0.129350618	0.246971995	0.236081526	0.186130941	0.155808136	0.154485419	0.048617043	0.218500987	0.147243127	0.242815793	0.040484749	0.162117496	0.114251167	0.162784278	0.181336433	0.19442533	0.186474606	0.180313066	0.257698804	0.142988086	0.07157734	0.141029969	0.235338241	0.25461176	0.229794323	0.232374802	0.142988086	0.140052229	0.203525409	0.217419297	0.11009752	0.203525409	0.200010717	0.234225139	0.183045164	0.201414362	0.235338241	0.177590847	0.200712174	0.222120643	0.134851739	0.278635383	0.19407776	0.105951279	0.304333776	0.092271052	0.250396401
204639_at	0.650941491	0.608093083	0.406899422	0.625151277	0.655356586	0.379234552	0.50822109	0.670909762	0.462808967	0.594505131	0.6583606	0.449306428	0.440006644	0.559050262	0.610445023	0.398696959	0.468783468	0.52902323	0.40634656	0.70112431	0.542704105	0.525714159	0.422173679	0.327972353	0.345431983	0.63693738	0.677540541	0.345431983	0.522446573	0.711218715	0.319066912	0.688003063	0.580683291	0.161451235	0.469454706	0.44184497	0.381289214	0.449306428	0.390680254	0.434553832	0.285543293	0.368131369	0.378211468	0.467445523	0.317746878	0.379234552	0.371628851	0.420442164	0.409677029	0.373641998	0.392269313	0.383355379	0.409119725	0.426835358	0.386999398	0.413039982	0.415300429	0.376682103	0.437571794	0.458242089	0.368629038	0.304333776	0.440006644	0.38491267	0.413039982	0.374146968	0.443076432	0.456949681	0.425663799	0.38491267
204661_at	0.719810903	0.251542717	0.620130003	0.661415577	0.499135941	0.563794136	0.27702421	0.382320851	0.707100749	0.733738124	0.670909762	0.623884141	0.532375216	0.601191044	0.600062191	0.606926918	0.407453179	0.715452552	0.728941858	0.582754731	0.426835358	0.703090906	0.563794136	0.414733917	0.393332571	0.606926918	0.253842831	0.787487805	0.591237903	0.596710801	0.776699185	0.374652624	0.191995993	0.674193025	0.709145784	0.661415577	0.650941491	0.631611347	0.555321813	0.746521235	0.524893403	0.460843384	0.63693738	0.642414987	0.57258153	0.451833397	0.626426518	0.602325857	0.540081978	0.551649988	0.543584287	0.506685853	0.615230381	0.593410611	0.515239298	0.627710044	0.646629572	0.33660993	0.503641009	0.754830897	0.620130003	0.543584287	0.736200035	0.544467568	0.577611327	0.583797574	0.746521235	0.52407527	0.639656544	0.476251483
204670_x_at	0.688003063	0.646629572	0.486751348	0.743865192	0.642414987	0.581716597	0.621373653	0.631611347	0.533220053	0.6046139	0.554398656	0.59893924	0.728941858	0.581716597	0.623884141	0.770034313	0.363189906	0.752000928	0.834802151	0.591237903	0.52902323	0.6452142	0.540081978	0.465449721	0.504399061	0.379747152	0.500629485	0.783774734	0.627710044	0.467445523	0.81302315	0.435757637	0.341229349	0.791331649	0.653873026	0.688003063	0.641030729	0.707100749	0.618894041	0.733738124	0.539214015	0.615230381	0.682689607	0.653873026	0.573578715	0.569615483	0.661415577	0.623884141	0.703090906	0.571588576	0.593410611	0.608093083	0.724303663	0.609265745	0.521636009	0.600062191	0.639656544	0.496172577	0.601191044	0.770034313	0.627710044	0.585898101	0.697263777	0.596710801	0.561885238	0.686212778	0.783774734	0.551649988	0.611631036	0.635592103
204671_s_at	0.271824151	0.135176092	0.163451567	0.180654034	0.16478771	0.260415018	0.240187213	0.13777414	0.289653927	0.073494084	0.040317051	0.180313066	0.31730774	0.03318971	0.245835334	0.311638922	0.297564834	0.065811731	0.213469327	0.266677886	0.150857523	0.233114228	0.154485419	0.272620618	0.29672572	0.51603049	0.339838058	0.175555542	0.265890807	0.290066987	0.278232098	0.210790515	0.295052081	0.307756603	0.248871744	0.184757873	0.235709757	0.242439508	0.203525409	0.201063171	0.335234135	0.157132745	0.181677863	0.245835334	0.283501238	0.24319233	0.252691537	0.189920425	0.210256085	0.202469036	0.223210797	0.226127699	0.188540101	0.185100898	0.253075033	0.32171917	0.184757873	0.158459276	0.25731191	0.146587372	0.260415018	0.206350803	0.223210797	0.255767286	0.191995993	0.178610533	0.235709757	0.256153017	0.215261638	0.315993041
204680_s_at	0.183045164	0.222483799	0.217779651	0.246213958	0.363189906	0.195817381	0.198260322	0.195469096	0.021889489	0.161451235	0.243946165	0.297984988	0.234225139	0.271824151	0.28025189	0.191303462	0.173863515	0.383355379	0.301783621	0.279442966	0.149541676	0.250778228	0.211682171	0.157132745	0.236453533	0.19931002	0.195295051	0.180313066	0.379234552	0.28309387	0.258861154	0.144622594	0.189229935	0.211682171	0.118093051	0.185100898	0.137124091	0.132583663	0.087821454	0.080506504	0.091317587	0.201063171	0.075727694	0.104676791	0.195121005	0.169144943	0.09862937	0.147243127	0.170153737	0.188540101	0.261193693	0.155146539	0.185100898	0.168473095	0.10053809	0.11009752	0.099901766	0.27702421	0.251542717	0.086549938	0.163451567	0.195817381	0.073813334	0.172512501	0.124193802	0.17589438	0.176233381	0.186474606	0.200712174	0.169817328
204731_at	0.303482115	0.19616583	0.400322199	0.193730369	0.149541676	0.340301275	0.302632064	0.162117496	0.398696959	0.288416982	0.332951248	0.343091816	0.113931358	0.393332571	0.27702421	0.335692227	0.285952777	0.187506616	0.273817688	0.420442164	0.279847264	0.33022818	0.044985339	0.339375317	0.24319233	0.250014812	0.204230607	0.496172577	0.417005688	0.31686908	0.591237903	0.228324905	0.19442533	0.456305504	0.401409864	0.528191984	0.520827889	0.433953583	0.367137969	0.525714159	0.367137969	0.31730774	0.481804162	0.376682103	0.460843384	0.386476606	0.440006644	0.364173144	0.377700984	0.435155183	0.332496166	0.306469977	0.48889792	0.367634356	0.349204719	0.349678814	0.486751348	0.118093051	0.401409864	0.52736342	0.48462072	0.350153476	0.554398656	0.420442164	0.437571794	0.429191023	0.478321403	0.21311149	0.482505739	0.48889792
204736_s_at	0.085278228	0.335692227	0.083370157	0.077162296	0.187162444	0.045978688	0.344494283	0.330680788	0.171163782	0.016482193	0.031464972	0.012377227	0.063561954	0.077958919	0.050914105	0.357826322	0.082097687	0.147243127	0.174201623	0.066453665	0.126447588	0.071896955	0.083052076	0.076684199	0.060661752	0.067736484	0.157795772	0.082097687	0.075089775	0.17049028	0.11009752	0.021340791	0.129673555	0.28025189	0.139075339	0.086549938	0.068056971	0.136799201	0.159455478	0.033533219	0.245835334	0.062918246	0.097357281	0.08018817	0.090999767	0.128704965	0.134527475	0.06709525	0.046639681	0.039645292	0.121943429	0.145604506	0.090999767	0.129996583	0.106907524	0.138749897	0.116811529	0.169144943	0.070937917	0.082415842	0.072855413	0.101492763	0.04132228	0.023342185	0.026207916	0.069338143	0.005313371	0.07157734	0.152504861	0.03250128
204761_at	0.405243486	0.320833266	0.327073395	0.276622266	0.350153476	0.274617374	0.279847264	0.297984988	0.410235256	0.383355379	0.387522966	0.27063185	0.309477896	0.349678814	0.34215951	0.288416982	0.284725428	0.343558759	0.413039982	0.36123094	0.35879606	0.419292778	0.295888156	0.315993041	0.275819331	0.432159483	0.337529659	0.36565268	0.429191023	0.364665687	0.492511868	0.297564834	0.264712483	0.596710801	0.326176345	0.285134196	0.303056896	0.306898445	0.361719757	0.25731191	0.258861154	0.327073395	0.295888156	0.09354239	0.33660993	0.378211468	0.318186462	0.300936729	0.307756603	0.36565268	0.243569121	0.304333776	0.333862901	0.201063171	0.308186293	0.246592849	0.263145596	0.288005412	0.330680788	0.288416982	0.254227161	0.267466217	0.320390999	0.360742748	0.350628704	0.338913143	0.318186462	0.218140215	0.273817688	0.332041591
204787_at	0.103084408	0.238317266	0.250014812	0.425663799	0.254227161	0.143641591	0.229426607	0.131612897	0.108502008	0.151186764	0.184072316	0.227958128	0.248871744	0.063561954	0.206704855	0.166125968	0.203173101	0.220670179	0.21311149	0.192689225	0.125159279	0.229794323	0.162117496	0.229426607	0.142988086	0.167131066	0.143968493	0.205643311	0.157464191	0.065811731	0.257698804	0.120017119	0.253075033	0.217419297	0.233114228	0.229794323	0.223210797	0.249252498	0.312940627	0.256153017	0.255381823	0.359768182	0.183729768	0.219584614	0.265104949	0.261583477	0.229426607	0.229426607	0.383873731	0.210256085	0.163785398	0.323941946	0.290894151	0.241312221	0.162784278	0.223938674	0.253075033	0.248111039	0.136474401	0.148884416	0.169144943	0.204230607	0.161784306	0.24319233	0.260415018	0.353492022	0.202469036	0.119696289	0.195469096	0.188884929
204793_at	0.33660993	0.300091416	0.224667445	0.322606891	0.304333776	0.104995362	0.234966964	0.213827372	0.486751348	0.281062186	0.09862937	0.26786083	0.195121005	0.167801812	0.372634083	0.179972246	0.227591589	0.226859182	0.253075033	0.275418341	0.16245082	0.344962865	0.150528401	0.149212986	0.146259651	0.286772758	0.242815793	0.285134196	0.355412513	0.471477449	0.372634083	0.239812732	0.240936965	0.61644429	0.474196017	0.276622266	0.314682245	0.212753847	0.168137386	0.324387878	0.250778228	0.063561954	0.328873247	0.244323477	0.388047278	0.24168773	0.325281173	0.209900066	0.184415013	0.229059145	0.258473396	0.28025189	0.242063493	0.245835334	0.247351408	0.340765059	0.288828939	0.243569121	0.233854592	0.32171917	0.302207649	0.316430837	0.244323477	0.369626343	0.266677886	0.234966964	0.368131369	0.227958128	0.303482115	0.399779618
204798_at	0.686212778	0.783774734	0.560936511	0.602325857	0.817998946	0.591237903	0.763724506	0.746521235	0.631611347	0.776699185	0.697263777	0.510540307	0.661415577	0.733738124	0.791331649	0.642414987	0.674193025	0.648055792	0.557178795	0.689813197	0.752000928	0.693495214	0.627710044	0.609265745	0.576596498	0.653873026	0.6583606	0.35445109	0.707100749	0.731319368	0.213469327	0.741261244	0.70112431	0.268650979	0.461497158	0.589086473	0.501379311	0.535771608	0.531533122	0.52902323	0.462808967	0.52407527	0.51287955	0.509765029	0.491060764	0.554398656	0.497650325	0.582754731	0.557178795	0.593410611	0.490337998	0.57258153	0.555321813	0.485329181	0.578630686	0.566686749	0.526537478	0.538348973	0.561885238	0.518418372	0.567658901	0.534918249	0.579654694	0.589086473	0.543584287	0.546243668	0.567658901	0.589086473	0.544467568	0.603466809
204885_s_at	0.126769841	0.087821454	0.126125395	0.337990314	0.045978688	0.016291155	0.147243127	0.143641591	0.042658284	0.066774502	0.076365411	0.01396445	0.132259995	0.096085459	0.031291746	0.592321575	0.071896955	0.100219913	0.17049028	0.084006257	0.144295484	0.044653714	0.054830201	0.050586566	0.135176092	0.084324278	0.045316711	0.114890933	0.187850937	0.073813334	0.074451663	0.04132228	0.19616583	0.062274102	0.148227572	0.163451567	0.09354239	0.103402823	0.076684199	0.15316458	0.04696982	0.08750359	0.036265448	0	0.068697713	0.067736484	0.04729972	0.097993284	0.011974826	0.11169412	0.025139021	0.084324278	0.09640339	0.142008588	0.034902748	0.012976326	0.084642276	0.088457152	0.059369691	0.031464972	0.070937917	0.136799201	0.055480491	0.050094858	0.018936899	0.013175303	0.04199088	0.051241454	0.018936899	0.132583663
204890_s_at	0.183729768	0.083052076	0.04960274	0.097039305	0.012377227	0.102766022	0.119054809	0.125481248	0.272222221	0.253075033	0.225397125	0.333406836	0.038635124	0.220670179	0.319507837	0.084006257	0.044653714	0.056941353	0.09862937	0.335234135	0.119375519	0.225762308	0.099265523	0.147899315	0.078596033	0.415867895	0.028678065	0.338913143	0.159123287	0.593410611	0.423914164	0.093224548	0.078914531	0.150528401	0.382837743	0.263928443	0.188540101	0.169481069	0.039981335	0.320833266	0.140378043	0.134851739	0.129673555	0.090205222	0.233484283	0.091317587	0.237571031	0.149541676	0.162784278	0.107545197	0.079869814	0.008227483	0.173863515	0.125803277	0.158791229	0.29546991	0.200010717	0.086867832	0.153824776	0.369127363	0.231636345	0.152175173	0.279847264	0.142988086	0.116491288	0.10053809	0.346842587	0.238317266	0.213827372	0.210612297
204891_s_at	0.32171917	0.213827372	0.243946165	0.092271052	0.275819331	0.112333089	0.117772587	0.235709757	0.531533122	0.373641998	0.415300429	0.460190982	0.111374706	0.374652624	0.468783468	0.002547221	0.233854592	0.165122077	0.293800801	0.464787364	0.208478004	0.282280177	0.09831132	0.135500535	0.113291897	0.589086473	0.109140083	0.454380989	0.386999398	0.726603806	0.551649988	0.193383142	0.026207212	0.203525409	0.551649988	0.45119974	0.365158856	0.191303462	0.222847193	0.469454706	0.332951248	0.25731191	0.341229349	0.275017709	0.313375384	0.128059626	0.373641998	0.261193693	0.355412513	0.318626463	0.264712483	0.158127472	0.224302948	0.19407776	0.271426409	0.422752827	0.311638922	0.042324729	0.260415018	0.534918249	0.379747152	0.170153737	0.456305504	0.343558759	0.250396401	0.29463461	0.476939827	0.293384433	0.349678814	0.373641998
204900_x_at	0.66452378	0.482505739	0.569615483	0.69536835	0.517620027	0.5192191	0.535771608	0.541827023	0.432159483	0.476939827	0.581716597	0.520827889	0.512097538	0.471477449	0.479709506	0.275819331	0.703090906	0.670909762	0.370626271	0.483209014	0.551649988	0.50822109	0.502131164	0.520827889	0.582754731	0.487465084	0.682689607	0.410794377	0.536627829	0.474879593	0.327522635	0.589086473	0.705082774	0.234595925	0.394933432	0.44555372	0.435155183	0.480406046	0.480406046	0.485329181	0.661415577	0.403047711	0.486751348	0.421595514	0.581716597	0.513663828	0.378722638	0.499881715	0.452468336	0.44184497	0.458242089	0.529857159	0.450567365	0.462152362	0.436361223	0.377700984	0.464787364	0.524893403	0.5192191	0.432159483	0.44555372	0.482505739	0.486751348	0.482505739	0.476251483	0.408007801	0.462808967	0.430375189	0.48961705	0.501379311
204928_s_at	0.289241254	0.231636345	0.379747152	0.336150825	0.167801812	0.400865614	0.337990314	0.166460872	0.266677886	0.266677886	0.192689225	0.301783621	0.35445109	0.143641591	0.200361356	0.410235256	0.376173705	0.262754619	0.157795772	0.259637505	0.31511876	0.253458798	0.34262538	0.425663799	0.446799666	0.353971273	0.399779618	0.368629038	0.126447588	0.314682245	0.376682103	0.320390999	0.437571794	0.340301275	0.175216839	0.285543293	0.369626343	0.371628851	0.426835358	0.368131369	0.344962865	0.337529659	0.401954979	0.414168328	0.399779618	0.392269313	0.375665993	0.398696959	0.359281808	0.324387878	0.44184497	0.425079554	0.324387878	0.26786083	0.380260468	0.261193693	0.347785771	0.356859028	0.381289214	0.337529659	0.355894089	0.389098167	0.318186462	0.352057785	0.389098167	0.364665687	0.336150825	0.357342392	0.360742748	0.297984988
205033_s_at	0.808293462	0.817998946	1	0.803781211	0.799462855	1	0.864423931	0.874211013	1	0.746521235	1	1	0.688003063	1	0.885786176	0.505921483	0.736200035	0.841220796	0.874211013	0.780181646	0.766838014	0.900304139	1	1	1	0.834802151	0.749232173	0.885786176	0.848193526	0.828838408	0.593410611	0.653873026	0.535771608	0.339838058	0.920959234	0.920959234	1	1	0.920959234	0.920959234	1	1	1	1	0.920959234	1	0.920959234	1	1	1	1	0.920959234	1	1	1	1	0.920959234	1	1	0.920959234	1	1	1	1	1	0.920959234	0.848193526	0.855859518	1	1
205040_at	0.187162444	0.201765731	0.298405498	0.179291084	0.149212986	0.546243668	0.196863279	0.355412513	0.559991539	0.190611601	0.267466217	0.508991957	0.398696959	0.303482115	0.219584614	0.071896955	0.171500757	0.177590847	0.098947436	0.035925385	0.17589438	0.186818451	0.351580858	0.500629485	0.652401388	0.161784306	0.251542717	0.302207649	0.166460872	0.315993041	0.190611601	0.185444087	0.136474401	0.290480375	0.481104255	0.509765029	0.583797574	0.493970454	0.614023626	0.398696959	0.603466809	0.594505131	0.581716597	0.596710801	0.44555372	0.51603049	0.576596498	0.588018596	0.51287955	0.492511868	0.667687595	0.582754731	0.305187047	0.447424501	0.609265745	0.621373653	0.514450371	0.614023626	0.60576725	0.335234135	0.588018596	0.577611327	0.490337998	0.351580858	0.463467002	0.480406046	0.231636345	0.471477449	0.397617608	0.337529659
205041_s_at	0.079869814	0.167466372	0.267466217	0.281467825	0.165122077	0.486751348	0.233854592	0.352057785	0.494702578	0.0706181	0.218140215	0.461497158	0.375665993	0.281467825	0.165122077	0.06709525	0.107226342	0.153494626	0.195469096	0.229794323	0.169481069	0.225397125	0.312940627	0.46811375	0.61766547	0.164453477	0.184415013	0.210612297	0.187162444	0.241312221	0.179972246	0.068377383	0.077321641	0.02097334	0.41871956	0.431563646	0.553478956	0.462808967	0.560936511	0.338451475	0.566686749	0.51287955	0.526537478	0.556248546	0.39707914	0.458890349	0.530693769	0.542704105	0.47351405	0.460190982	0.632929206	0.5507406	0.241312221	0.371127218	0.569615483	0.594505131	0.475564748	0.546243668	0.558112741	0.26786083	0.548032582	0.548931956	0.436965942	0.293800801	0.42860052	0.446799666	0.133555189	0.458890349	0.335234135	0.298405498
205049_s_at	0.436361223	0.477629811	0.194773078	0.171500757	0.639656544	0.12773706	0.497650325	0.470127434	0.38491267	0.472154766	0.452468336	0.432159483	0.208833218	0.486751348	0.499135941	0.288005412	0.244701058	0.51603049	0.507452428	0.399779618	0.306041926	0.505921483	0.139726505	0.196863279	0.170153737	0.232374802	0.184072316	0.609265745	0.472833633	0.250014812	0.63693738	0.135176092	0.238317266	0.559991539	0.388047278	0.325281173	0.341229349	0.276622266	0.158791229	0.335234135	0.34215951	0.212753847	0.242439508	0.275819331	0.382320851	0.356859028	0.308186293	0.263145596	0.198260322	0.290480375	0.306041926	0.160452783	0.419292778	0.217419297	0.252691537	0.227591589	0.295888156	0.204936579	0.331133902	0.419292778	0.30861643	0.215980023	0.36269924	0.377191186	0.279847264	0.293800801	0.398696959	0.249633521	0.273418337	0.264712483
205051_s_at	0.173863515	0.151516125	0.44493258	0.491060764	0.095131725	0.203173101	0.169817328	0.085596174	0.178610533	0.104358256	0.097039305	0.201765731	0.175555542	0.1342033	0.172512501	0.397617608	0.350153476	0.125159279	0.19931002	0.297564834	0.728941858	0.139075339	0.367634356	0.278635383	0.251542717	0.579654694	0.423332989	0.097039305	0.412477195	0.24168773	0.113931358	0.319507837	0.426249057	0.041154899	0.282280177	0.34262538	0.242063493	0.34262538	0.178950742	0.325281173	0.284725428	0.189229935	0.303907752	0.212753847	0.333862901	0.284317017	0.264712483	0.238690749	0.328422576	0.332951248	0.139400885	0.225397125	0.31511876	0.269442379	0.332041591	0.263928443	0.27063185	0.229426607	0.369626343	0.232744396	0.332041591	0.260804206	0.267071903	0.36565268	0.275017709	0.31511876	0.265497744	0.305614293	0.271028966	0.437571794
205055_at	0.560936511	0.69536835	0.528191984	0.579654694	0.669291198	0.520022273	0.726603806	0.69536835	0.568635166	0.555321813	0.592321575	0.532375216	0.588018596	0.592321575	0.594505131	0.6452142	0.506685853	0.518418372	0.479709506	0.5507406	0.650941491	0.61644429	0.648055792	0.612823844	0.542704105	0.733738124	0.666098535	0.559050262	0.641030729	0.680955589	0.559991539	0.680955589	0.545354068	0.551649988	0.53406775	0.549834609	0.548931956	0.586955786	0.557178795	0.576596498	0.47351405	0.472154766	0.543584287	0.540952981	0.614023626	0.608093083	0.494702578	0.576596498	0.51603049	0.545354068	0.552562773	0.556248546	0.580683291	0.584845364	0.540952981	0.555321813	0.561885238	0.560936511	0.582754731	0.558112741	0.541827023	0.555321813	0.559050262	0.614023626	0.582754731	0.540081978	0.578630686	0.533220053	0.564754367	0.631611347
205104_at	0.069978267	0.105632611	0.128382251	0.020421652	0.026916968	0.072855413	0.056779202	0.077640302	0.122586057	0.114890933	0.070298225	0.115210898	0.208478004	0.009083079	0.08813931	0.147571176	0.014747261	0.126447588	0.030424032	0.009924251	0.027270475	0.010957746	0.013965082	0.019309781	0.118413582	0.065811731	0.11073602	0.182703108	0.028678065	0.125803277	0.163785398	0.171837851	0.122746766	0.032328814	0.131936401	0.026562786	0.056130152	0.064205244	0.053853542	0.100856289	0.030771365	0.061629511	0.042324729	0.024601959	0.216699243	0.005992096	0.114251167	0.068056971	0.080824792	0.064848132	0.172512501	0.029727362	0.029727362	0.076684199	0.011162727	0.053853542	0.04960274	0.065169424	0.008010539	0.050258826	0.017810958	0.028678065	0.145932034	0.130319685	0.077799611	0.036605109	0.095767535	0.025139021	0.101492763	0.145604506
205109_s_at	0.107226342	0.080506504	0.030771544	0.097357281	0.096085459	0.035073396	0.071257658	0.232005447	0.046804748	0.079232998	0.10053809	0.189920425	0.038972192	0.172512501	0.265497744	0.008442348	0.024422679	0.144949794	0.046309307	0.082733966	0.063883647	0.03250128	0.062274102	0.013571184	0.081143059	0.172175109	0.102766022	0.105632611	0.228691906	0.103402823	0.139400885	0.106588736	0.086549938	0.271426409	0.099901766	0.099265523	0.047958829	0.107864097	0.04696982	0.050258826	0.111374706	0.070298225	0.052222349	0.184072316	0.107864097	0.009713167	0.053853542	0.064205244	0.023883253	0.020052126	0.057427667	0.077321641	0.092271052	0.045151025	0.117772587	0.105313972	0.076684199	0.103084408	0.091953225	0.054830201	0.043989666	0.021524014	0.067415908	0.08018817	0.009505347	0.036944382	0.076365411	0.099583633	0.032156345	0.021524014
205110_s_at	0.345901638	0.187506616	0.210256085	0.115210898	0.179291084	0.148884416	0.060015973	0.112972245	0.373641998	0.081461295	0.171837851	0.175216839	0.115530916	0.182019457	0.013373244	0.018562824	0.52325964	0.11009752	0.061307043	0.166460872	0.601191044	0.272222221	0.080824792	0.223574623	0.039645292	0.26197356	0.0675762	0.228324905	0.076046571	0.11009752	0.004971152	0.118734166	0.621373653	0.047794111	0.175555542	0.232374802	0.443076432	0.370626271	0.357342392	0.229059145	0.45119974	0.191649646	0.363681197	0.330680788	0.357826322	0.321276009	0.36123094	0.29546991	0.36269924	0.422752827	0.483914018	0.273418337	0.24319233	0.187506616	0.544467568	0.479709506	0.309046954	0.139075339	0.476939827	0.236453533	0.520827889	0.260026097	0.396004677	0.215261638	0.19234252	0.40414387	0.187506616	0.422752827	0.182703108	0.153824776
205131_x_at	0.200361356	0.503641009	0.293800801	0.573578715	0.518418372	0.402500927	0.408007801	0.458242089	0.184072316	0.368629038	0.361719757	0.212396413	0.59782213	0.31730774	0.441231012	0.634256065	0.629001915	0.463467002	0.360255152	0.411354393	0.415300429	0.353971273	0.541827023	0.450567365	0.419292778	0.023883253	0.505921483	0.131612897	0.311638922	0.552562773	0.090364128	0.542704105	0.649493039	0.032328814	0.187850937	0.391738832	0.227225274	0.426835358	0.413603693	0.368629038	0.300513893	0.341229349	0.382320851	0.313810587	0.349678814	0.328422576	0.206704855	0.476939827	0.314682245	0.415867895	0.421018332	0.460843384	0.422752827	0.297564834	0.491785407	0.325728536	0.421595514	0.339375317	0.44184497	0.267071903	0.347785771	0.411354393	0.378211468	0.389098167	0.409119725	0.399779618	0.394399017	0.460190982	0.411915332	0.377191186
205153_s_at	0.049274385	0.005540207	0.054830201	0.122907467	0.225762308	0.012176027	0.018749861	0.008010539	0.039308909	0.083052076	0.122907467	0.097993284	0.163451567	0.024063332	0.017999241	0.282280177	0.035584919	0.151186764	0.289241254	0.060015973	0.124515556	0.054504812	0.027270475	0.03111852	0.009505347	0.008010539	0.034561027	0.311638922	0.01986682	0.033361465	0.319507837	0.009924251	0.055155426	0.328422576	0.146259651	0.072216503	0.079710618	0.009714799	0.129350618	0.151186764	0	0.102447666	0.12130107	0.039477102	0.067415908	0.031464972	0.051568605	0.074451663	0.198610038	0.102766022	0.085596174	0.081779502	0.126769841	0.102447666	0.017053856	0.029552771	0.128059626	0.011974826	0.006006538	0.151516125	0.030075975	0.09640339	0.076684199	0.017433083	0.0274469	0.081143059	0.150857523	0.191649646	0.015907578	0.028327107
205173_x_at	0.632929206	0.717615545	0.626426518	0.499881715	0.709145784	0.585898101	0.591237903	0.595605195	0.565718591	0.642414987	0.567658901	0.546243668	0.580683291	0.626426518	0.717615545	0.479709506	0.666098535	0.555321813	0.464126468	0.376682103	0.594505131	0.34637183	0.564754367	0.583797574	0.554398656	0.581716597	0.372131139	0.6046139	0.574580252	0.45953998	0.476939827	0.450567365	0.61644429	0.44246009	0.499881715	0.590159535	0.59893924	0.606926918	0.580683291	0.579654694	0.581716597	0.61766547	0.612823844	0.557178795	0.61766547	0.579654694	0.60576725	0.540952981	0.590159535	0.6046139	0.551649988	0.579654694	0.565718591	0.586955786	0.565718591	0.521636009	0.552562773	0.585898101	0.568635166	0.595605195	0.573578715	0.560936511	0.610445023	0.566686749	0.576596498	0.625151277	0.533220053	0.510540307	0.545354068	0.583797574
205174_s_at	0.193383142	0.116171107	0.513663828	0.453104585	0.036605109	0.556248546	0.086867832	0.355894089	0.609265745	0.184415013	0.35879606	0.592321575	0.611631036	0.380774468	0.082097687	0.078277498	0.421018332	0.344494283	0.222120643	0.167131066	0.419292778	0.199660271	0.258085966	0.566686749	0.634256065	0.234595925	0.160785481	0.512097538	0.230898827	0.264320314	0.388572335	0.086232029	0.093860239	0.27063185	0.577611327	0.500629485	0.602325857	0.542704105	0.564754367	0.491785407	0.703090906	0.6046139	0.557178795	0.542704105	0.48462072	0.472154766	0.586955786	0.551649988	0.543584287	0.528191984	0.608093083	0.577611327	0.466113538	0.476939827	0.57558614	0.641030729	0.543584287	0.534918249	0.536627829	0.522446573	0.609265745	0.570599914	0.52902323	0.451833397	0.540081978	0.52407527	0.539214015	0.590159535	0.486751348	0.415867895
205204_at	0.225397125	0.223574623	0.329776049	0.367634356	0.229059145	0.27782914	0.292137623	0.225032181	0.202469036	0.238690749	0.253458798	0.226859182	0.343091816	0.172175109	0.097993284	0.498392135	0.361719757	0.169144943	0.272222221	0.177930593	0.333862901	0.285952777	0.332041591	0.283908963	0.337990314	0.292137623	0.390680254	0.248111039	0.179291084	0.285543293	0.271028966	0.326176345	0.372634083	0.391209155	0.151845589	0.242439508	0.157795772	0.260804206	0.267466217	0.201765731	0.232744396	0.227225274	0.267071903	0.312072396	0.265890807	0.258861154	0.107545197	0.249633521	0.251542717	0.266677886	0.256539017	0.263928443	0.299247682	0.383355379	0.289653927	0.225397125	0.237198278	0.317746878	0.295888156	0.257698804	0.250014812	0.179631591	0.187162444	0.221757695	0.269442379	0.248491257	0.186474606	0.298826396	0.292968482	0.234966964
205229_s_at	0.185100898	0.262754619	0.126769841	0.325728536	0.213827372	0.217419297	0.309909254	0.32171917	0.245456979	0.314246207	0.400322199	0.297564834	0.348258197	0.328422576	0.425663799	0.304333776	0.498392135	0.15547727	0.133555189	0.506685853	0.620130003	0.090999767	0.417576015	0.13777414	0.284725428	0.411354393	0.285952777	0.097993284	0.261193693	0.08018817	0.13614969	0.254996657	0.532375216	0.049930885	0.219584614	0.269838572	0.237198278	0.30861643	0.290894151	0.190265939	0.142334983	0.286362588	0.231267467	0.203525409	0.12162222	0.164119378	0.218861982	0.16478771	0.193036094	0.279039025	0.176572531	0.252691537	0.353013366	0.152175173	0.24773109	0.124193802	0.202820972	0.166125968	0.264712483	0.229794323	0.212753847	0.243569121	0.166125968	0.164453477	0.221032456	0.320390999	0.237198278	0.260415018	0.327522635	0.185444087
