Probe	dis_tumor_1	dis_tumor_2	dis_tumor_3	dis_tumor_4	dis_tumor_5	dis_tumor_6	dis_tumor_7	dis_tumor_8	dis_tumor_9	dis_tumor_10	dis_tumor_11	dis_tumor_12	dis_tumor_13	dis_tumor_14	dis_tumor_15	dis_tumor_16	dis_tumor_17	dis_tumor_18	dis_tumor_19	dis_tumor_20	dis_tumor_21	dis_tumor_22	dis_tumor_23	dis_tumor_24	dis_tumor_25	dis_tumor_26	dis_tumor_27	dis_tumor_28	dis_tumor_29	dis_tumor_30	dis_tumor_31	dis_tumor_32	dis_tumor_33	dis_tumor_34	dis_tumor_35	dis_control_1	dis_control_2	dis_control_3	dis_control_4	dis_control_5	dis_control_6	dis_control_7	dis_control_8	dis_control_9	dis_control_10	dis_control_11	dis_control_12	dis_control_13	dis_control_14	dis_control_15	dis_control_16	dis_control_17	dis_control_18	dis_control_19	dis_control_20	dis_control_21	dis_control_22	dis_control_23	dis_control_24	dis_control_25	dis_control_26	dis_control_27	dis_control_28	dis_control_29	dis_control_30	dis_control_31	dis_control_32	dis_control_33	dis_control_34	dis_control_35
204931_at	4.08915774725275	5.05021318681319	6.37234505494505	5.43495967032967	5.10011538461538	5.05367208791209	5.10850351648352	5.82500208791209	5.87807967032967	4.16263934065934	4.57147747252747	5.16477615384616	4.82699802197802	4.78458615384615	6.75812725274725	4.05526692307692	3.83799747252747	4.21461571428571	5.16329802197802	6.03052065934066	6.66203120879121	6.43271230769231	5.69679675824176	6.45900538461538	6.15685714285714	7.09158351648351	7.43850230769231	5.18926065934066	5.44275692307692	5.50256054945055	4.94710846153846	5.31724428571429	4.19388774725275	5.06203626373626	4.3065754945055	9.3748854945055	8.68458494505494	9.26289879120879	9.36374505494505	9.75415087912088	9.22527087912088	8.87792956043956	9.62739692307692	8.59895824175825	8.94279043956043	9.14382417582418	9.26120791208791	9.0201045054945	8.69056714285714	8.98409230769231	8.52211747252747	9.2096345054945	9.34116076923077	9.4148943956044	9.80776208791209	9.03156824175824	8.52620428571428	8.48356307692308	8.56686208791209	9.54140956043956	9.86020032967033	8.85438087912088	9.39371912087912	8.59731406593407	8.84754274725275	8.78392736263736	9.64974967032967	9.77675928571429	9.6350176923077	8.86421164835165
218723_s_at	8.7506478021978	9.1090310989011	9.96567274725275	9.80834318681319	9.16209824175824	9.05927637362638	9.52200538461538	9.80474197802198	10.8100901098901	8.64208318681318	8.77368505494505	9.40514373626374	9.30025098901099	9.12546406593407	10.2030208791209	9.4148943956044	8.92177087912088	9.30025098901099	9.67880208791209	9.68102010989011	10.9269879120879	10.4668725274725	9.52546560439561	9.89981285714286	9.73406098901099	10.7867230769231	11.3267087912088	9.7499256043956	10.4581087912088	10.4163351648352	8.45675	10.219552967033	9.19731934065934	9.68388714285714	8.15297324175824	12.6484967032967	13.0453923076923	12.2062	13.1725857142857	12.3751934065934	12.973789010989	12.7271010989011	12.7020615384615	12.0499417582418	12.3387087912088	12.0054725274725	12.0404846153846	12.8488494505495	12.6154076923077	12.7126076923077	12.5003637362637	12.5696054945055	12.7552934065934	12.7552934065934	12.6665263736264	12.2961494505495	11.7306686813187	12.8385395604396	12.1882945054945	12.692310989011	12.6665263736264	11.1931010989011	12.3582175824176	12.403543956044	12.6484967032967	12.5430076923077	12.9268945054945	12.7599043956044	12.8385395604396	12.8244296703297
206701_x_at	5.53471978021978	4.47356494505495	5.36811461538462	5.65266873626374	5.16210758241758	5.18378868131868	4.82398065934066	6.21927032967033	6.39702417582418	4.65541527472528	5.97283758241758	5.61077714285714	5.13676681318681	4.58525747252747	6.08512978021978	4.44840725274725	4.9454010989011	4.68458692307692	4.91790340659341	5.16505615384616	5.52749857142857	5.91262604395604	5.37937615384616	5.31360120879121	5.44083164835165	4.80529197802198	6.75478681318681	4.62832439560439	5.98131648351648	6.6273421978022	4.03390307692308	4.89225428571429	4.6528443956044	4.80288879120879	4.69292076923077	9.04434802197803	8.4636689010989	9.12857274725275	8.89389615384615	7.99144153846154	8.73881736263736	7.51981131868131	7.53294417582418	6.68552593406593	7.15245692307693	7.61610879120879	8.45561516483517	8.94586098901099	8.61773846153846	9.05525351648352	8.74936417582417	8.64053967032967	9.23234461538462	9.08172956043956	8.62672406593406	7.11810516483516	7.86956417582418	8.44165318681319	6.84219153846154	8.26447032967033	9.66055142857143	6.77886802197803	8.67272626373627	9.54283241758242	7.75468813186813	9.03647769230769	8.66553571428572	8.42209241758242	9.02376296703297	7.89337983516483
209074_s_at	4.31315197802198	4.47436021978022	5.06409120879121	6.66145032967033	5.8159893956044	5.57251802197802	4.38269296703297	5.67045153846154	6.01854208791209	4.82955230769231	5.63502725274725	5.1673456043956	4.81107549450549	4.80146038461539	6.73145406593407	4.51134285714285	5.50930604395604	4.20557945054945	5.74964846153846	6.18984076923077	7.60329791208791	8.44247582417582	4.6769232967033	5.12486274725275	5.11089362637363	6.10790274725275	9.81719098901099	4.79417505494505	6.99805307692308	6.61913527472527	3.82743494505494	6.19302835164835	4.72030175824176	4.48685208791209	4.42733351648352	10.7576516483516	11.6382802197802	10.7234032967033	11.3460285714286	10.896067032967	10.8126846153846	10.4050483516484	8.85656549450549	8.84721197802198	11.0009010989011	10.4214917582418	10.0033687912088	11.8093043956044	11.1211549450549	10.3374978021978	9.86020032967033	10.5174153846154	11.3798252747253	11.9534153846154	11.1330681318681	9.01386131868132	9.60638521978022	10.6969406593407	9.03909802197802	10.1328964285714	10.6465802197802	9.46674274725275	10.6060846153846	10.2105991208791	10.2044946153846	9.51842747252747	10.0842242857143	9.7720632967033	11.0891197802198	10.1025227472527
206167_s_at	4.27534406593407	4.27361054945055	4.79770423076923	3.79117989010989	4.6867610989011	4.12234186813187	4.96262	4.92527494505495	6.63091450549451	3.7576067032967	5.16295175824176	4.60243824175824	4.11497208791209	3.73920285714286	5.89711835164835	3.94865516483517	4.27262186813187	4.32550835164835	3.78853626373626	4.53550615384615	5.0602467032967	4.82243087912088	4.24583142857143	4.52499615384615	4.32348714285714	5.92804032967033	5.46417296703297	4.79686835164835	4.95000362637363	5.39746593406594	3.44923494505494	4.3385732967033	3.89596307692308	4.6796189010989	3.94397626373626	8.00255835164836	6.81205978021978	7.15184747252747	7.91305340659341	7.61408395604396	7.64943318681318	7.05922945054945	7.58181406593406	6.82255467032967	7.33296346153846	6.80369417582418	7.17453923076923	8.32559703296703	6.75188483516484	7.59057791208791	7.44455043956044	6.97233406593406	7.55920505494506	7.66875934065934	7.39864560439561	7.08503543956044	6.41868098901099	7.59596208791209	5.16974582417583	7.16667263736264	8.35314043956044	6.36231626373626	7.04101197802198	6.75345769230769	7.77911791208791	7.72765725274725	7.96001593406593	7.25184769230769	7.88011252747253	7.49875197802198
221133_s_at	3.89691791208791	3.94865516483517	3.64557714285714	5.9764160989011	4.35875835164835	4.77638153846154	5.34561076923077	4.60183846153846	4.0417871978022	4.21281945054945	4.10588	3.94998164835165	3.84165725274725	6.58053384615385	7.70924461538462	3.85308164835165	3.80633351648352	3.77508714285714	6.09606989010989	6.33437538461538	6.43288714285714	8.9321267032967	4.78944934065934	4.10261582417583	4.80057978021978	5.7162810989011	8.6004289010989	4.35524285714286	5.37593197802198	6.58863582417582	3.91889626373626	4.21395593406593	3.83714917582418	4.62662505494505	3.95939054945055	11.4787967032967	10.7154989010989	11.2377098901099	10.4376296703297	10.5021846153846	8.44412934065934	9.84040967032967	9.49255725274725	6.71196307692308	8.85346725274725	10.9329208791209	11.5636406593407	10.721178021978	10.1361469230769	11.2212318681319	10.0585918681319	10.463210989011	10.4016351648352	10.6027714285714	9.95678857142857	9.80474197802198	9.64162197802198	10.6490527472527	9.80014582417583	10.858989010989	11.1149307692308	10.3899912087912	11.5723197802198	10.8486395604396	9.83817681318681	10.3307934065934	10.0204842857143	10.2030208791209	11.3012483516484	9.2402978021978
209773_s_at	11.4486835164835	11.0390483516484	9.17579054945055	9.97682395604395	9.45019747252747	10.2142824175824	9.16643186813187	9.29774065934066	9.18064021978022	10.4020802197802	10.6669725274725	10.1317542857143	10.7878252747253	8.5473943956044	8.50894142857143	10.7891791208791	11.0908769230769	9.60448978021978	9.93443945054945	8.13301472527473	8.46136879120879	10.1332854945055	9.79172802197802	9.54693571428572	8.72236065934067	7.76863065934066	9.61176285714286	7.90807406593406	11.0639923076923	10.3875686813187	11.2163582417582	10.2839065934066	10.463210989011	10.0680512087912	11.0047802197802	4.87215241758242	4.32642516483517	6.64192626373626	5.82828406593407	4.8754593956044	5.61062813186813	7.74083	6.0938910989011	8.18632483516483	5.16368153846154	5.96721263736264	5.29555307692308	5.63633461538461	6.59921197802197	6.07006285714286	7.88668098901099	5.43606934065934	6.43231923076923	4.90208142857143	5.08041153846154	6.31514538461539	4.98010043956044	6.37609901098901	7.46119868131868	6.71691868131868	5.20607846153846	5.68507802197802	5.76642813186813	6.38516263736264	4.63670384615385	5.67029241758242	5.52371428571429	5.08906565934066	4.81722318681319	6.07248010989011
225655_at	8.87377406593406	9.39582890109891	7.74984945054945	8.59526120879121	9.19569967032967	8.63844357142857	7.4374356043956	7.13481461538461	8.14727582417582	9.29730835164835	8.29455989010989	7.93132692307692	9.08389241758242	7.53933901098901	8.7273421978022	9.28335725274725	9.53721527472527	9.90961010989011	9.02265703296703	6.50310483516483	7.27790362637363	7.77999527472527	7.94972362637363	7.80287626373627	6.9977078021978	6.92971274725275	7.13826681318681	7.4263843956044	8.56905	8.48380472527472	8.34347043956044	9.3207032967033	8.99276076923077	8.23891846153846	9.27874208791209	4.6410978021978	4.61226527472528	4.95073098901099	5.03938626373626	4.04404879120879	5.02016461538462	5.23628241758242	4.3685878021978	5.58384824175824	4.74904703296703	4.79151868131868	4.71652725274725	4.68387098901099	5.0206789010989	4.58509505494505	5.74299461538462	4.70015483516483	5.19553626373626	4.13766340659341	4.10392340659341	5.17046362637363	4.81464538461539	4.63981923076923	4.78416571428571	4.40274142857143	4.41688373626373	5.08687703296703	5.16860428571429	5.27124648351648	4.39107934065934	4.73354153846154	4.93217582417582	4.38733032967033	4.47744175824176	5.31351708791209
1556037_s_at	3.72687989010989	3.45702681318681	4.16815527472528	3.42628406593407	3.40522285714286	4.69192142857143	3.60748307692308	5.30903626373626	3.3776267032967	4.13165549450549	3.70830593406593	4.1055710989011	3.83902483516484	4.11899032967033	4.76552472527472	3.90891406593407	3.88171285714286	4.44850373626374	5.35816582417582	3.89492461538462	4.77536252747253	5.59946241758242	5.04440978021978	3.59831516483516	3.37638593406593	4.71476796703297	6.22538505494505	3.45281978021978	4.29142824175824	5.43495967032967	3.76469967032967	4.28292945054945	3.69313967032967	4.17589428571428	3.42909461538462	7.56340824175824	7.20891186813187	6.74305626373627	7.8724376923077	6.50941967032967	6.61423395604395	6.25208021978022	6.70457197802198	5.66663329670329	8.48332934065934	8.07404032967033	7.49939703296703	7.90054021978022	7.66113296703297	6.77535197802198	7.33981758241758	6.5045282967033	6.90771494505495	7.43918010989011	7.69076197802198	6.31929494505494	6.39992296703296	6.76262087912088	6.25089956043956	7.32265489010989	7.17247593406593	5.66088318681319	6.61105175824176	7.52795758241758	7.64259637362638	7.81759010989011	7.38791516483516	8.12138313186813	6.81325076923077	8.04621802197802
221132_at	3.86766065934066	4.34731263736264	3.68632208791209	5.58365978021978	4.34542175824176	4.7397967032967	4.94066186813187	4.38954516483517	4.0974410989011	4.17539274725275	4.78203846153846	4.40173747252747	4.30302538461538	6.45376417582417	6.63356934065934	4.14805384615384	4.04230516483516	4.13552835164835	5.42800362637363	5.72488076923077	5.3314232967033	8.08824406593406	4.52256021978022	3.65163692307692	4.04121791208791	4.22133989010989	7.68090912087912	3.80969483516483	4.7460710989011	6.05317994505495	4.32719747252747	4.68787181318682	4.37431516483517	4.44955791208791	4.32634384615385	10.4121263736264	10.2188671428571	10.6222472527473	9.48151846153846	9.59379714285714	7.18984923076923	8.24455285714286	8.34030835164835	6.05184560439561	7.36006758241758	10.2461283516484	11.0033307692308	9.91674857142858	9.07973043956044	10.5411450549451	9.28969802197802	9.65895461538462	10.063871978022	10.1772462637363	9.43898571428572	7.89538802197802	9.10404197802198	9.5079656043956	8.6409110989011	9.43431868131868	10.1501156043956	9.51077802197802	11.079543956044	10.3186725274725	8.3201078021978	9.67187362637362	8.32162923076923	9.01197384615385	9.94298032967033	7.64721252747252
224061_at	4.35434269230769	5.00714362637363	5.37929142857143	6.47527505494506	5.89919626373626	4.67077406593407	6.58790571428572	5.50629516483517	6.64810703296703	4.91175560439561	5.14980318681319	5.66162637362637	4.85979406593407	5.89537714285715	7.62267230769231	4.97901703296703	4.76311175824176	7.12533802197802	5.45934351648352	6.80548071428571	7.9650921978022	7.52022549450549	5.03367862637363	6.10755318681319	5.07579582417582	7.81759010989011	7.87023835164835	5.97149626373626	5.92440153846154	5.29177901098901	4.37938175824176	5.68861241758242	5.67083340659341	6.20397318681319	4.28645708791209	10.329010989011	10.6866846153846	9.27107846153847	10.4804505494505	10.4159417582418	10.687745054945	9.21618901098901	10.1273413186813	8.37300923076923	10.3730813186813	9.17421901098901	9.1761956043956	10.2846747252747	9.43201472527472	9.4496132967033	9.67830857142857	10.0283367032967	9.86798131868132	10.3066884615385	9.73849692307693	9.90590626373626	8.87726395604396	9.38023252747252	8.92120412087912	9.8703721978022	10.1065724175824	10.0092917582418	9.56839648351648	9.43099835164835	10.0071191208791	9.55576263736264	10.4947725274725	10.8281582417582	9.84807285714286	10.5948274725275
206651_s_at	3.85154659340659	3.55449840659341	3.8810067032967	4.66173362637363	3.73653615384615	5.03019197802198	3.98178362637362	4.93618126373626	4.0648967032967	3.58830582417582	3.8721367032967	4.08092637362638	3.78512615384615	4.12205769230769	6.24692126373626	4.03453994505495	3.61675516483516	3.66654291208791	6.62501131868132	4.85343274725275	8.87443945054945	7.43239934065933	4.47565351648352	3.6971854945055	4.06413065934066	6.01599175824176	7.89763956043956	3.74724252747253	3.97323725274725	5.34553285714286	4.20973021978022	3.91303527472528	3.77814384615385	3.7967443956044	3.99488186813187	9.34792813186813	8.86943087912088	10.4661318681319	10.1792586813187	9.09999846153847	9.78652692307692	7.69327065934066	10.2335662637363	6.80738021978022	9.74940043956044	10.4833945054945	8.28817956043956	9.54429648351649	10.102208956044	10.924921978022	7.7522454945055	10.2813637362637	10.149388021978	10.1693207692308	8.9157854945055	9.02820714285714	8.46714263736264	9.39022329670329	9.99474879120879	10.0303849450549	9.09625483516484	8.4904932967033	9.26975978021978	10.4643626373626	9.62628340659341	9.85110384615385	10.5633384615385	10.8063626373626	8.17378989010989	10.9890241758242
