GeneName	PMID	Line index	The # of total tokens in sentence	Token Location in sentence
83985	pmid: 22344579	8	18	16
2011	pmid: 22344579	9	6	3
2012	pmid: 22407571	14	6	3
55364	pmid: 22538071	4	14	11
4280	pmid: 22056384	5	16	6
9856	pmid: 22056384	7	35	9
1746	pmid: 22056384	7	35	9
10215	pmid: 22056384	7	35	7
2013	pmid: 23466062	7	5	3
9215	pmid: 22468304	8	15	9
1319	pmid: 22980027	7	33	26
2012	pmid: 22980027	11	5	3
1964	pmid: 22231873	5	9	7
2013	pmid: 23920002	13	8	3
4280	pmid: 22591945	4	28	24
4280	pmid: 22591945	5	33	7
2012	pmid: 22591945	7	5	3
4280	pmid: 23457343	5	56	44
4280	pmid: 23457343	6	33	28
960	pmid: 23365098	13	15	11
4280	pmid: 23365095	10	18	13
2012	pmid: 23051633	8	5	3
2011	pmid: 21839580	19	5	3
2011	pmid: 22336858	6	58	18
1319	pmid: 22503020	4	48	33
2012	pmid: 22503020	16	10	3
1991	pmid: 22641303	5	46	44
1980	pmid: 22641303	5	46	30
9215	pmid: 22641303	5	46	17
1057	pmid: 21762372	5	44	30
7122	pmid: 21762372	8	22	14
83700	pmid: 21762372	8	22	12
7122	pmid: 21762372	9	16	5
2011	pmid: 21762372	12	20	12
9215	pmid: 22013975	3	30	28
2011	pmid: 22264993	7	5	3
1057	pmid: 22734127	4	46	5
1057	pmid: 22734127	8	31	10
1057	pmid: 22734127	10	29	16
1057	pmid: 22792325	2	15	11
4162	pmid: 22792325	2	15	7
4162	pmid: 22792325	5	43	4
4162	pmid: 22792325	6	27	5
4280	pmid: 22792325	8	25	8
1057	pmid: 22792325	9	24	18
1057	pmid: 22792325	10	22	9
1057	pmid: 22792325	11	19	13
4162	pmid: 22792325	11	19	5
60468	pmid: 23728300	5	32	11
60468	pmid: 23728300	6	28	18
60468	pmid: 23728300	7	38	14
4280	pmid: 23728300	7	38	4
1057	pmid: 23728300	9	18	17
60468	pmid: 23728300	11	14	3
1057	pmid: 23728300	11	14	13
60468	pmid: 23728300	12	24	4
1057	pmid: 22907116	7	33	7
1057	pmid: 22907116	10	29	12
55364	pmid: 22204770	5	19	15
10922	pmid: 22902473	8	28	3
2013	pmid: 22902473	10	5	3
1057	pmid: 21791428	7	26	14
1319	pmid: 23192778	2	12	3
1319	pmid: 23192778	3	59	37
9215	pmid: 23192778	3	59	23
1319	pmid: 23192778	5	28	9
1319	pmid: 23192778	6	26	24
1319	pmid: 23192778	7	25	15
1319	pmid: 23192778	8	21	9
1319	pmid: 23192778	10	20	19
1319	pmid: 23192778	11	26	6
1319	pmid: 23192778	12	14	13
1319	pmid: 23192778	13	32	12
50943	pmid: 22193377	2	12	3
50943	pmid: 22193377	4	49	31
50943	pmid: 22193377	8	13	7
50943	pmid: 22193377	9	23	13
50943	pmid: 22193377	11	14	11
160622	pmid: 22623407	12	28	17
4280	pmid: 22654783	4	30	18
4280	pmid: 22654783	9	23	19
10922	pmid: 23169153	10	17	15
2012	pmid: 23169153	14	6	3
2009	pmid: 23374378	7	21	18
7453	pmid: 23097433	3	41	8
1319	pmid: 22868887	2	15	8
2009	pmid: 22868887	9	21	9
1319	pmid: 22868887	10	25	14
2013	pmid: 23430685	4	23	10
3987	pmid: 22672953	5	53	29
57498	pmid: 23235682	21	34	32
4280	pmid: 22683122	4	17	7
2012	pmid: 22683122	11	5	3
3123	pmid: 23837503	2	19	5
3123	pmid: 23837503	3	41	5
3123	pmid: 23837503	4	28	14
3123	pmid: 23837503	6	10	2
9215	pmid: 22118860	4	17	2
112744	pmid: 22118860	6	31	24
2011	pmid: 22118860	9	5	3
2011	pmid: 22341909	8	5	3
1057	pmid: 24179740	9	27	19
2011	pmid: 21963295	8	5	3
1934	pmid: 21988668	3	26	10
55364	pmid: 21988668	14	64	48
1057	pmid: 23637027	2	13	4
1057	pmid: 23637027	4	45	9
6774	pmid: 22652781	6	20	18
6774	pmid: 22652781	7	33	4
1057	pmid: 22554400	4	36	32
1057	pmid: 22554400	7	36	28
1057	pmid: 22554400	9	45	41
2012	pmid: 22554400	13	5	3
1934	pmid: 23377559	2	9	8
1934	pmid: 23377559	4	19	15
2004	pmid: 23377559	5	22	9
2010	pmid: 23377559	5	22	11
1934	pmid: 23377559	8	24	6
1934	pmid: 23377559	14	17	2
1057	pmid: 23819946	4	28	4
1057	pmid: 23819946	10	26	15
1057	pmid: 23819946	12	22	14
9103	pmid: 23819946	13	24	11
1057	pmid: 23819946	13	24	6
2212	pmid: 23819946	13	24	11
2213	pmid: 23819946	13	24	11
55364	pmid: 21880336	11	41	11
2011	pmid: 21880336	12	5	3
361	pmid: 22950068	4	39	22
361	pmid: 22950068	11	34	4
361	pmid: 22950068	12	32	3
5978	pmid: 23153337	4	59	40
1057	pmid: 23517930	3	48	45
1934	pmid: 23517930	3	48	33
1057	pmid: 23517930	4	35	8
2013	pmid: 23517930	5	5	3
2006	pmid: 22434614	6	31	16
2009	pmid: 22434614	6	31	19
1319	pmid: 22434614	9	56	52
2012	pmid: 22434614	15	6	2
2012	pmid: 22520586	11	5	3
2011	pmid: 21840409	11	5	3
4666	pmid: 23472882	8	29	13
4666	pmid: 23472882	9	12	3
4666	pmid: 23472882	10	29	9
4666	pmid: 23472882	11	28	4
4666	pmid: 23472882	14	18	15
2003	pmid: 23020533	3	51	49
4080	pmid: 22412845	8	22	21
55364	pmid: 22939550	3	34	7
2004	pmid: 22939550	4	30	8
2010	pmid: 22939550	4	30	11
55364	pmid: 22939550	14	18	6
2012	pmid: 22939550	17	5	3
2006	pmid: 23240282	7	13	8
2011	pmid: 23240282	7	13	11
1025	pmid: 21865212	8	5	4
6917	pmid: 21865212	8	5	2
1319	pmid: 23115653	3	22	21
387	pmid: 23115653	9	17	16
387	pmid: 23115653	10	17	7
387	pmid: 23115653	11	23	10
387	pmid: 23115653	13	17	4
1057	pmid: 23115653	14	27	9
387	pmid: 23115653	15	18	14
2011	pmid: 22133733	14	7	3
1057	pmid: 22319549	6	16	15
1057	pmid: 22319549	7	30	10
55364	pmid: 23385699	3	34	13
1057	pmid: 22203815	4	35	14
1057	pmid: 22203815	7	14	8
1057	pmid: 22203815	8	12	2
1057	pmid: 22203815	11	39	24
1057	pmid: 22203815	12	22	20
361	pmid: 23673145	2	8	3
361	pmid: 23673145	4	21	15
2013	pmid: 23673145	12	5	3
2011	pmid: 22211513	17	7	2
2012	pmid: 22349416	13	6	3
1800	pmid: 23287362	4	24	7
10541	pmid: 23287362	4	24	5
2005	pmid: 23287362	4	24	3
8741	pmid: 23287362	4	24	5
1057	pmid: 23390485	7	31	30
1057	pmid: 23270679	4	13	8
2475	pmid: 23270679	6	19	18
7249	pmid: 23270679	6	19	10
2475	pmid: 23270679	10	14	7
2012	pmid: 23270679	11	9	3
55364	pmid: 22764258	6	16	14
6749	pmid: 22368774	4	29	3
6749	pmid: 22368774	7	18	10
55364	pmid: 21924866	5	28	20
2001	pmid: 21973313	5	41	15
2026	pmid: 21973313	8	22	2
57498	pmid: 21973313	9	20	14
2011	pmid: 21973313	15	4	2
2011	pmid: 21973313	16	7	6
4280	pmid: 23160238	6	33	27
54795	pmid: 23160238	7	33	6
1057	pmid: 23160238	9	14	10
54795	pmid: 23160238	10	12	4
1319	pmid: 22083799	2	11	10
1319	pmid: 22083799	5	15	14
1319	pmid: 22083799	8	21	13
1319	pmid: 22083799	9	39	38
1319	pmid: 22354742	2	14	6
1319	pmid: 22354742	3	16	11
1319	pmid: 22354742	4	23	13
1319	pmid: 22354742	5	24	22
1319	pmid: 22354742	10	31	6
7193	pmid: 22354740	5	22	3
4299	pmid: 22354740	5	22	10
4001	pmid: 22354740	6	44	6
10752	pmid: 22873729	7	25	10
1057	pmid: 22873728	2	10	6
1319	pmid: 22873728	2	10	3
1057	pmid: 22873728	3	11	2
1057	pmid: 22873728	4	39	3
2130	pmid: 22454397	2	12	8
8148	pmid: 22454397	4	14	9
2130	pmid: 22454397	6	26	10
2130	pmid: 22454397	7	19	7
2130	pmid: 22454397	8	21	7
9215	pmid: 22454397	8	21	16
2130	pmid: 22454397	9	11	7
2130	pmid: 22454397	10	35	15
2130	pmid: 22454397	12	50	9
7813	pmid: 23669355	2	8	2
1057	pmid: 23669355	3	36	29
1057	pmid: 23669355	4	23	9
7813	pmid: 23669355	4	23	12
7171	pmid: 23669355	4	23	6
115704	pmid: 23669355	5	24	7
10890	pmid: 23669355	5	24	12
7813	pmid: 23669355	6	16	7
7813	pmid: 23669355	7	20	12
2013	pmid: 23669355	8	8	3
9215	pmid: 23516324	6	42	6
1057	pmid: 21975545	5	51	47
4280	pmid: 21975545	5	51	21
1057	pmid: 23516321	6	77	42
79071	pmid: 22041093	4	29	22
2178	pmid: 22041093	4	29	22
1319	pmid: 23437995	5	49	47
2011	pmid: 22050974	13	5	3
6749	pmid: 22316314	4	62	3
9215	pmid: 23919214	5	33	20
9215	pmid: 23919214	8	63	32
55364	pmid: 23061472	2	14	7
55364	pmid: 23061472	5	33	25
55364	pmid: 22204900	4	20	16
1820	pmid: 23136726	11	21	9
7442	pmid: 22739983	7	28	25
55364	pmid: 22967202	9	29	14
1057	pmid: 23054589	4	32	25
4280	pmid: 23054589	6	9	2
10922	pmid: 23054589	8	19	3
55364	pmid: 21878542	2	15	2
246778	pmid: 21878542	5	26	20
4280	pmid: 21878542	7	12	10
9215	pmid: 22095036	2	15	12
6774	pmid: 22095036	2	15	4
9215	pmid: 22095036	5	25	17
6774	pmid: 22095036	5	25	10
6774	pmid: 22095036	7	13	7
1980	pmid: 23838529	6	25	21
2010	pmid: 23838529	6	25	23
361	pmid: 23838529	10	19	18
361	pmid: 23838529	11	17	13
361	pmid: 23838529	16	12	3
2013	pmid: 23838529	17	5	3
2013	pmid: 23510567	11	5	3
55364	pmid: 22108867	4	33	9
1057	pmid: 21964417	7	32	26
2011	pmid: 21964417	10	5	3
1319	pmid: 22171138	2	15	8
1319	pmid: 22171138	4	30	4
1319	pmid: 22171138	5	22	2
1319	pmid: 23262373	3	25	24
2012	pmid: 23262373	12	5	3
1057	pmid: 21615590	5	24	11
1057	pmid: 21615590	8	34	31
2011	pmid: 21615590	12	12	8
1057	pmid: 23001217	4	46	24
9215	pmid: 21163708	7	42	2
2010	pmid: 21163708	11	5	3
2011	pmid: 22171574	15	7	2
10541	pmid: 22303525	5	60	38
8741	pmid: 22303525	5	60	38
2012	pmid: 22670773	7	4	2
2012	pmid: 22670773	8	10	6
2209	pmid: 23318105	2	12	5
2210	pmid: 23318105	2	12	5
100132417	pmid: 23318105	2	12	5
11335	pmid: 23318105	4	33	18
1057	pmid: 23318105	4	33	27
1057	pmid: 23318105	5	43	9
2013	pmid: 23318105	6	5	3
2012	pmid: 22921113	6	5	3
2012	pmid: 22994884	11	12	8
1934	pmid: 23650003	3	40	39
2011	pmid: 23650003	3	40	13
1057	pmid: 23057802	4	12	11
3574	pmid: 23057802	4	12	4
3574	pmid: 23057802	5	26	3
3574	pmid: 23057802	6	33	5
4280	pmid: 23057802	8	32	25
1057	pmid: 23057802	9	29	20
4280	pmid: 23057802	10	25	16
4280	pmid: 23057802	11	19	14
1057	pmid: 23057802	12	28	24
4280	pmid: 23057802	12	28	3
4280	pmid: 23057802	13	35	18
2012	pmid: 22262103	13	7	3
2005	pmid: 22328682	9	21	2
4280	pmid: 21613334	4	41	32
55364	pmid: 21613332	13	35	32
55364	pmid: 21613332	15	18	13
2013	pmid: 23746391	7	5	3
55364	pmid: 23209936	4	23	15
2010	pmid: 23209937	2	18	15
2010	pmid: 23209937	11	7	2
2010	pmid: 23209937	19	12	4
1057	pmid: 22161819	7	22	17
2012	pmid: 22161819	16	9	3
55364	pmid: 22168507	6	20	12
79071	pmid: 22168507	13	23	6
2178	pmid: 22168507	13	23	6
55364	pmid: 23984093	6	25	9
1319	pmid: 23485854	2	14	13
3123	pmid: 23485854	2	14	10
1319	pmid: 23485854	5	13	2
1319	pmid: 23485854	6	12	9
1319	pmid: 23485854	9	21	9
1319	pmid: 23485854	13	24	14
2012	pmid: 22235993	9	4	2
2012	pmid: 22235993	10	10	6
2011	pmid: 21951011	10	7	2
2011	pmid: 21951010	7	7	2
10541	pmid: 22256380	3	36	2
1000	pmid: 22256380	3	36	19
2001	pmid: 22256380	3	36	3
2011	pmid: 22256380	3	36	6
8741	pmid: 22256380	3	36	2
1057	pmid: 21838960	7	20	17
1820	pmid: 21838960	7	20	16
4684	pmid: 21838960	7	20	15
55364	pmid: 21838960	8	19	17
55364	pmid: 22336698	5	29	27
55364	pmid: 22336698	6	10	8
2012	pmid: 22336698	16	5	3
1057	pmid: 23454769	2	10	6
1057	pmid: 23454769	4	31	29
1057	pmid: 23454769	8	29	2
325	pmid: 23454769	10	29	11
2012	pmid: 23017732	9	5	3
1057	pmid: 21840619	2	13	5
10691	pmid: 21840619	2	13	9
1057	pmid: 21840619	3	28	18
1057	pmid: 21840619	7	23	11
10691	pmid: 21840619	7	23	21
1057	pmid: 21840619	8	17	16
10691	pmid: 21840619	8	17	5
1057	pmid: 21840619	10	43	36
10691	pmid: 21840619	10	43	39
2011	pmid: 21840619	12	5	3
2011	pmid: 21898674	14	6	3
55364	pmid: 23836941	13	18	6
1057	pmid: 22499213	4	11	5
4280	pmid: 22499213	6	27	21
3934	pmid: 22499213	9	24	18
1319	pmid: 22499213	10	22	11
3934	pmid: 22499213	10	22	4
3934	pmid: 22499213	11	14	2
4280	pmid: 22499213	12	17	12
3934	pmid: 22499213	13	30	8
3934	pmid: 22499213	14	22	5
2012	pmid: 22499213	15	6	3
1057	pmid: 23328079	3	28	27
1057	pmid: 23328079	9	20	8
2013	pmid: 23328079	11	5	3
1057	pmid: 22917609	3	38	29
9215	pmid: 22917609	3	38	6
1057	pmid: 22917609	5	29	20
1057	pmid: 22917609	7	22	13
2012	pmid: 22917609	11	4	3
941	pmid: 22677677	4	62	10
942	pmid: 22677677	4	62	12
7097	pmid: 22677677	4	62	19
7099	pmid: 22677677	4	62	21
361	pmid: 22100760	11	23	11
1319	pmid: 22691759	3	26	21
9215	pmid: 22465972	9	12	2
1319	pmid: 21512739	3	14	3
1319	pmid: 21512739	5	27	20
1319	pmid: 21512739	6	26	21
1319	pmid: 21512739	10	37	25
1319	pmid: 21512739	11	35	34
1319	pmid: 23208410	2	17	15
1319	pmid: 23208410	3	14	6
1319	pmid: 23208410	4	25	3
1319	pmid: 23208410	5	47	45
1319	pmid: 23208410	12	33	32
833	pmid: 24156060	5	23	7
9215	pmid: 24156060	8	34	7
2012	pmid: 22949158	16	6	3
55364	pmid: 23489746	2	16	13
2013	pmid: 23489746	8	5	3
1057	pmid: 23051967	10	30	9
1057	pmid: 22343386	2	10	9
1057	pmid: 22343386	3	25	23
1057	pmid: 22343386	7	34	33
1057	pmid: 22343386	8	28	10
57498	pmid: 22343386	9	45	35
55364	pmid: 22672939	5	39	13
2011	pmid: 22236888	15	5	3
3146	pmid: 23480183	4	13	6
3146	pmid: 23480183	5	20	10
3146	pmid: 23480183	9	17	3
2012	pmid: 23480183	12	6	2
1057	pmid: 24179729	5	21	4
4280	pmid: 22267202	6	14	11
4780	pmid: 22267202	6	14	13
1057	pmid: 22267202	8	21	12
8740	pmid: 23895517	11	20	13
9215	pmid: 22197033	3	30	19
2011	pmid: 22197033	15	5	3
1319	pmid: 21041051	2	17	14
1319	pmid: 21041051	3	39	21
10922	pmid: 21041051	4	22	19
83985	pmid: 21041051	4	22	20
1319	pmid: 21041051	6	27	24
1319	pmid: 21041051	8	35	24
4858	pmid: 21041051	8	35	32
1319	pmid: 23908710	6	14	8
1934	pmid: 23118540	3	26	19
3553	pmid: 22802629	2	13	8
3553	pmid: 22802629	7	15	4
1319	pmid: 22802629	11	32	19
9215	pmid: 23983847	4	23	9
7204	pmid: 22509268	5	34	12
3123	pmid: 22509268	10	35	19
3123	pmid: 22509268	13	21	13
9215	pmid: 22255632	3	30	2
1057	pmid: 22084176	6	36	35
5444	pmid: 23487294	3	34	17
5445	pmid: 23487294	3	34	19
5444	pmid: 23487294	7	20	6
5445	pmid: 23487294	7	20	8
3574	pmid: 23610432	2	8	4
3574	pmid: 23610432	4	16	9
3574	pmid: 23610432	5	32	19
3574	pmid: 23610432	7	29	7
3575	pmid: 23610432	8	12	9
3574	pmid: 23610432	9	27	24
3575	pmid: 23610432	9	27	19
3574	pmid: 23610432	10	27	7
1057	pmid: 23730262	4	36	35
7248	pmid: 23730262	4	36	4
7249	pmid: 23730262	4	36	6
2475	pmid: 23730262	5	21	4
2475	pmid: 23730262	6	27	5
2475	pmid: 23730262	7	26	10
2475	pmid: 23730262	8	32	6
2475	pmid: 23730262	9	32	23
1934	pmid: 23056220	2	13	6
1057	pmid: 23056220	10	31	23
4280	pmid: 23056220	14	13	5
55364	pmid: 22048931	2	22	15
55364	pmid: 22048931	3	35	12
55364	pmid: 22048931	7	16	2
1057	pmid: 22975388	2	17	2
1057	pmid: 22975388	4	27	9
4162	pmid: 22975388	5	36	5
4162	pmid: 22975388	7	49	39
4162	pmid: 22975388	8	31	4
4162	pmid: 22975388	9	25	5
2012	pmid: 23228515	11	6	3
1057	pmid: 22984406	3	33	2
4838	pmid: 22848712	5	16	11
4838	pmid: 22848712	12	12	7
4838	pmid: 22848712	13	18	3
4838	pmid: 22848712	14	28	22
1057	pmid: 22848713	5	25	6
11335	pmid: 22848713	6	28	15
4280	pmid: 22848713	6	28	9
246778	pmid: 22848713	11	17	13
2012	pmid: 22266343	12	4	3
9215	pmid: 22722621	3	28	19
203228	pmid: 22722621	4	36	10
203228	pmid: 22722621	7	16	12
6647	pmid: 22722621	7	16	15
23435	pmid: 22722621	7	16	10
203228	pmid: 22722621	10	18	11
6647	pmid: 22722621	10	18	17
23435	pmid: 22722621	11	16	15
203228	pmid: 22722621	12	14	5
6647	pmid: 22722621	12	14	9
2012	pmid: 22364929	14	5	3
2012	pmid: 22428845	11	7	2
3684	pmid: 21840425	2	14	7
3684	pmid: 21840425	6	18	11
3684	pmid: 21840425	11	31	9
3684	pmid: 21840425	12	21	2
2011	pmid: 21840425	13	5	3
1057	pmid: 23618467	2	15	9
4280	pmid: 23618467	5	45	23
1057	pmid: 23618467	10	28	6
7248	pmid: 23291812	3	31	20
9215	pmid: 23126555	4	15	9
7422	pmid: 22653056	6	27	4
4280	pmid: 22653056	8	26	10
2011	pmid: 22067621	9	7	3
3558	pmid: 23398365	11	19	12
2011	pmid: 21820640	15	6	3
10922	pmid: 22351849	10	17	7
2012	pmid: 23123001	6	20	16
2012	pmid: 23123001	15	7	3
361	pmid: 22987455	4	45	38
361	pmid: 22987455	8	26	24
361	pmid: 22987455	12	23	12
361	pmid: 22987455	13	23	22
2012	pmid: 22987455	14	6	3
1319	pmid: 23468871	3	34	26
1319	pmid: 23468871	5	24	18
1057	pmid: 23188981	11	9	8
1057	pmid: 23188981	13	36	10
1057	pmid: 23188981	15	13	8
2670	pmid: 22410258	2	6	2
6285	pmid: 22410258	4	17	13
2670	pmid: 22410258	5	22	17
6285	pmid: 22410258	5	22	19
2670	pmid: 22410258	8	9	2
6285	pmid: 22410258	8	9	4
2670	pmid: 22410258	9	44	3
6285	pmid: 22410258	9	44	6
2670	pmid: 22410258	10	15	2
2670	pmid: 22410258	11	15	7
6285	pmid: 22410258	12	13	2
2670	pmid: 22410258	13	34	8
6285	pmid: 22410258	13	34	10
2012	pmid: 22410258	14	5	3
1057	pmid: 23202976	6	25	4
2013	pmid: 23527649	15	9	5
1057	pmid: 22322149	7	31	29
2012	pmid: 22336483	17	6	3
55364	pmid: 23555057	7	18	2
2011	pmid: 22045554	13	5	3
2013	pmid: 23537888	7	5	3
57498	pmid: 23049678	5	32	20
939	pmid: 23159439	2	18	2
970	pmid: 23159439	2	18	4
1057	pmid: 23159439	4	12	7
939	pmid: 23159439	5	20	2
970	pmid: 23159439	5	20	4
1057	pmid: 23159439	5	20	10
939	pmid: 23159439	6	16	9
970	pmid: 23159439	6	16	3
55364	pmid: 23159439	7	33	5
1235	pmid: 23159439	7	33	29
1057	pmid: 23159439	7	33	11
1235	pmid: 23159439	8	25	20
3605	pmid: 23159439	9	11	10
939	pmid: 23159439	10	19	2
1057	pmid: 23159439	10	19	14
2013	pmid: 23159439	11	5	3
3574	pmid: 22914435	2	10	3
3574	pmid: 22914435	10	15	14
3574	pmid: 22914435	12	16	8
3574	pmid: 22914435	14	14	5
55364	pmid: 23202920	6	43	27
1057	pmid: 22116203	2	10	9
1057	pmid: 22116203	3	21	8
1057	pmid: 22177922	6	36	35
4280	pmid: 22177922	7	35	13
2011	pmid: 22177922	9	5	3
2012	pmid: 22289050	12	4	2
2012	pmid: 22289050	13	7	6
55364	pmid: 22516321	11	18	17
2012	pmid: 22516321	15	5	3
1996	pmid: 23316389	5	38	20
1319	pmid: 22853784	2	18	14
1319	pmid: 22853784	3	50	36
1319	pmid: 22853784	7	37	5
1057	pmid: 22317869	2	10	9
1057	pmid: 22317869	4	19	18
1057	pmid: 23065787	10	35	34
9215	pmid: 23065788	5	18	12
1057	pmid: 22577119	9	31	30
4280	pmid: 22297884	2	8	4
150280	pmid: 22737082	10	25	14
2012	pmid: 23294680	9	5	3
2011	pmid: 21883098	11	7	2
1057	pmid: 22998573	2	11	2
1057	pmid: 22998573	3	25	12
1057	pmid: 22998573	5	35	8
11335	pmid: 22812720	15	21	4
3123	pmid: 23152786	5	33	3
1057	pmid: 22563309	7	37	29
7415	pmid: 23056506	3	38	11
1057	pmid: 23056506	8	23	7
4280	pmid: 22538300	3	22	8
4280	pmid: 22538300	4	29	25
10922	pmid: 22538300	5	21	6
4280	pmid: 22538300	8	21	19
2012	pmid: 22538300	12	7	3
10563	pmid: 22036953	2	10	5
10563	pmid: 22036953	5	16	3
10563	pmid: 22036953	6	14	6
10563	pmid: 22036953	7	19	7
10563	pmid: 22036953	8	20	2
10563	pmid: 22036953	9	33	2
10563	pmid: 22036953	10	29	26
1057	pmid: 22036953	11	30	12
10563	pmid: 22036953	11	30	3
10563	pmid: 22036953	12	15	5
2011	pmid: 22036953	13	5	3
51561	pmid: 22036952	2	19	14
51561	pmid: 22036952	6	19	11
51561	pmid: 22036952	8	16	7
2011	pmid: 22036952	10	5	3
1057	pmid: 22769044	8	38	33
4280	pmid: 22769044	10	39	29
55364	pmid: 23343711	7	9	7
2013	pmid: 23343711	15	7	3
9215	pmid: 22056039	7	24	18
54474	pmid: 22056039	11	16	9
9215	pmid: 22056039	11	16	2
2012	pmid: 22056039	17	5	3
5319	pmid: 23318126	8	15	7
2012	pmid: 23318126	15	10	3
1057	pmid: 22828184	8	18	9
930	pmid: 22261118	7	40	27
930	pmid: 22261118	8	31	19
1000	pmid: 22261118	8	31	12
930	pmid: 22261118	9	31	8
1000	pmid: 22261118	9	31	28
1000	pmid: 22261118	10	34	26
930	pmid: 22261118	12	24	12
1319	pmid: 22985690	6	44	30
4280	pmid: 22985690	6	44	33
11054	pmid: 22985690	9	32	6
1057	pmid: 22985690	10	20	10
11054	pmid: 22985690	10	20	4
1057	pmid: 22985690	12	21	10
1057	pmid: 22985690	13	20	19
1057	pmid: 22985690	14	30	23
1319	pmid: 22985690	14	30	4
4280	pmid: 22985690	14	30	7
1319	pmid: 22985690	15	44	22
2012	pmid: 22985690	16	5	3
2012	pmid: 22991569	6	10	6
55364	pmid: 23438232	3	13	2
55364	pmid: 23438232	13	33	25
9215	pmid: 22144311	3	49	27
2012	pmid: 22458980	8	5	3
1057	pmid: 22458983	6	28	17
958	pmid: 22458983	6	28	10
1934	pmid: 22458983	11	33	23
1057	pmid: 22458983	14	16	10
1057	pmid: 22458983	15	18	5
2012	pmid: 22458983	19	5	3
1057	pmid: 22383236	13	28	27
1946	pmid: 23319475	3	23	21
1959	pmid: 23319475	8	15	11
55364	pmid: 23618072	6	26	19
1994	pmid: 23618072	8	25	15
9215	pmid: 23618072	17	17	14
55364	pmid: 23618072	20	16	6
2013	pmid: 23747577	13	5	3
1057	pmid: 21415774	9	13	5
1000	pmid: 21415774	11	27	18
2000	pmid: 21415774	11	27	13
54822	pmid: 23145923	4	14	6
55364	pmid: 23145923	5	37	9
54822	pmid: 23145923	5	37	15
54822	pmid: 23145923	7	14	5
54822	pmid: 23145923	8	9	7
54822	pmid: 23145923	9	18	4
54822	pmid: 23145923	11	24	16
54822	pmid: 23145923	13	13	8
54822	pmid: 23145923	14	14	3
54822	pmid: 23145923	16	35	16
2012	pmid: 23145923	17	4	2
2012	pmid: 23145923	18	10	6
1057	pmid: 23609963	3	21	15
4280	pmid: 23609963	11	29	23
4280	pmid: 22487860	4	36	20
1319	pmid: 22487860	5	41	34
4280	pmid: 22487860	5	41	21
4280	pmid: 22487860	7	26	17
1319	pmid: 22487860	9	30	29
4280	pmid: 23365232	9	25	14
4280	pmid: 23365232	11	19	8
4280	pmid: 23365232	12	11	2
1057	pmid: 22056965	12	31	22
2012	pmid: 23280834	7	6	3
1437	pmid: 23620516	5	15	7
1437	pmid: 23620516	6	40	25
1437	pmid: 23620516	8	12	4
1437	pmid: 23620516	9	19	18
1437	pmid: 23620516	10	24	7
2012	pmid: 22804110	12	8	3
6500	pmid: 21378002	3	75	61
6749	pmid: 21378002	3	75	55
6749	pmid: 21378002	11	56	39
1319	pmid: 23183048	7	18	12
9215	pmid: 23183048	11	15	9
2012	pmid: 23183048	15	7	3
6556	pmid: 23492997	2	14	8
6556	pmid: 23492997	14	36	22
8877	pmid: 21906625	3	29	14
1057	pmid: 21906625	4	35	15
2011	pmid: 21906625	10	5	3
9215	pmid: 22380843	5	31	18
1057	pmid: 22402368	2	14	7
4280	pmid: 22402368	7	40	8
51561	pmid: 22402368	8	17	11
4280	pmid: 22402368	8	17	3
51561	pmid: 22402368	9	24	22
1057	pmid: 22402368	11	14	11
2012	pmid: 22402368	12	5	3
1057	pmid: 22324470	6	42	28
2012	pmid: 22153821	10	6	3
2011	pmid: 22285249	10	5	3
2011	pmid: 21618592	6	5	3
55364	pmid: 22247419	13	27	11
2001	pmid: 24189079	8	28	15
1057	pmid: 22455832	2	12	6
1057	pmid: 22455832	7	38	6
1057	pmid: 22455832	10	21	7
1057	pmid: 22455832	13	32	13
2012	pmid: 22455832	15	5	3
55364	pmid: 21844067	3	19	11
55364	pmid: 21844067	4	16	4
1415	pmid: 21844067	8	16	4
4745	pmid: 21844067	8	16	11
1057	pmid: 23625489	4	31	14
1057	pmid: 23625489	5	32	28
1057	pmid: 21919736	6	25	12
325	pmid: 21919736	10	24	9
325	pmid: 21919736	11	33	21
10752	pmid: 23641196	9	42	16
55364	pmid: 23373525	6	19	5
55364	pmid: 23373525	15	16	11
2013	pmid: 23465998	6	5	3
1057	pmid: 24250492	8	28	23
1319	pmid: 24250492	10	20	5
10922	pmid: 24250492	12	25	7
1057	pmid: 24250492	14	44	23
2012	pmid: 23079871	11	7	2
5627	pmid: 23509048	12	10	2
10922	pmid: 22805230	3	32	29
2013	pmid: 23665549	7	5	3
6649	pmid: 22132904	2	20	8
6649	pmid: 22132904	3	26	9
6649	pmid: 22132904	5	26	13
6649	pmid: 22132904	7	22	17
6649	pmid: 22132904	8	26	19
6649	pmid: 22132904	9	13	9
6649	pmid: 22132904	10	16	10
55364	pmid: 22700708	6	30	7
4280	pmid: 22700708	12	12	2
2010	pmid: 23245605	5	51	18
2012	pmid: 23245605	22	5	3
1349	pmid: 21982872	9	11	4
55364	pmid: 21982871	3	20	6
79071	pmid: 23178033	8	23	17
2178	pmid: 23178033	8	23	17
1319	pmid: 23178033	9	50	29
2012	pmid: 23178033	18	7	3
1057	pmid: 22699511	2	14	6
1057	pmid: 22699511	6	21	17
1057	pmid: 22699511	9	25	7
4280	pmid: 22699511	9	25	15
1057	pmid: 22699511	10	26	11
