GeneName	PMID	Line index	The # of total tokens in sentence	Token Location in sentence
9215	pmid: 22233948	5	24	8
9215	pmid: 22233948	6	24	22
1057	pmid: 22233946	5	35	25
1057	pmid: 22233809	6	65	50
6597	pmid: 22233809	6	65	42
1057	pmid: 22233582	6	24	2
1057	pmid: 22233582	7	22	17
1057	pmid: 22232555	5	21	15
5879	pmid: 22232555	9	30	17
5879	pmid: 22232555	10	9	8
3845	pmid: 22232209	2	15	2
3845	pmid: 22232209	3	25	24
3845	pmid: 22232209	4	27	15
4280	pmid: 22232209	5	42	13
1057	pmid: 22232209	7	27	26
1057	pmid: 22232209	9	20	9
1057	pmid: 22231028	11	49	8
1956	pmid: 22231028	11	49	10
1057	pmid: 22231028	12	23	16
1057	pmid: 22231028	14	19	14
1956	pmid: 22231028	15	27	9
1125	pmid: 22231026	4	38	30
1240	pmid: 22231026	4	38	20
1582	pmid: 22231026	4	38	28
6447	pmid: 22231026	4	38	22
1994	pmid: 22228972	4	38	32
2005	pmid: 22228972	4	38	35
1057	pmid: 22228907	2	15	14
1057	pmid: 22228907	3	21	2
9215	pmid: 22228907	4	27	9
1057	pmid: 22228907	10	34	30
1057	pmid: 22228630	4	43	41
1057	pmid: 22228630	5	35	27
4280	pmid: 22228630	7	21	8
1057	pmid: 22228630	10	19	11
675	pmid: 22228431	2	17	16
675	pmid: 22228431	3	32	18
675	pmid: 22228431	11	11	8
2003	pmid: 22228049	5	14	4
1057	pmid: 22227579	8	26	25
1956	pmid: 22226241	6	28	6
6678	pmid: 22226241	9	42	30
9215	pmid: 22225274	10	58	14
1057	pmid: 22223849	4	24	7
11315	pmid: 22223849	5	37	19
1057	pmid: 22223849	6	22	11
11315	pmid: 22223849	6	22	3
11315	pmid: 22223849	7	26	3
11315	pmid: 22223849	8	10	9
1057	pmid: 22223849	9	20	9
11315	pmid: 22223849	9	20	13
1057	pmid: 22223849	11	32	29
11315	pmid: 22223849	11	32	12
1057	pmid: 22222710	3	22	21
57016	pmid: 22222635	4	13	3
57016	pmid: 22222635	5	29	26
57016	pmid: 22222635	7	32	4
1057	pmid: 22222635	7	32	21
3845	pmid: 22222635	7	32	27
57016	pmid: 22222635	8	26	5
57016	pmid: 22222635	9	32	23
1057	pmid: 22222635	9	32	17
57016	pmid: 22222635	10	40	4
1057	pmid: 22222635	10	40	14
3845	pmid: 22222635	10	40	26
57016	pmid: 22222635	11	33	8
1057	pmid: 22222635	11	33	21
1057	pmid: 22222427	5	24	18
1057	pmid: 22222427	6	22	10
1057	pmid: 22222427	7	23	8
1057	pmid: 22222427	9	12	10
1057	pmid: 22222427	11	18	16
864	pmid: 22222375	7	28	16
864	pmid: 22222375	9	24	21
9215	pmid: 22221899	3	43	36
100129528	pmid: 22221899	3	43	39
1057	pmid: 22221899	4	40	13
100129528	pmid: 22221899	6	25	6
100129528	pmid: 22221899	9	26	18
1057	pmid: 22221784	2	14	13
1057	pmid: 22221784	3	37	12
9215	pmid: 22221702	2	16	14
9215	pmid: 22221702	11	32	21
9215	pmid: 22221702	15	19	17
4280	pmid: 22221605	5	28	17
4280	pmid: 22221605	6	12	7
4280	pmid: 22221605	8	17	7
4280	pmid: 22221605	9	11	3
4280	pmid: 22221605	11	17	14
9215	pmid: 22221575	8	20	13
100129528	pmid: 22221575	8	20	16
7852	pmid: 22220212	2	15	4
6387	pmid: 22220212	2	15	8
6387	pmid: 22220212	4	16	3
7852	pmid: 22220212	5	18	2
7852	pmid: 22220212	6	16	6
1057	pmid: 22220212	7	42	20
7852	pmid: 22220212	7	42	15
1057	pmid: 22220212	8	17	11
1057	pmid: 22220212	9	22	4
7852	pmid: 22220212	9	22	16
7852	pmid: 22220212	10	21	11
1057	pmid: 22220212	11	32	19
7852	pmid: 22220212	11	32	24
7852	pmid: 22220212	12	17	7
2099	pmid: 22220212	13	26	18
7852	pmid: 22220212	13	26	4
6387	pmid: 22220212	13	26	21
7852	pmid: 22220212	14	18	9
7852	pmid: 22220212	15	17	9
6387	pmid: 22220212	15	17	5
7852	pmid: 22220212	16	25	11
6387	pmid: 22220212	16	25	13
94025	pmid: 22220206	8	33	29
4586	pmid: 22220206	8	33	27
4586	pmid: 22220206	9	40	16
4280	pmid: 22220202	11	35	13
10541	pmid: 22219598	4	20	2
2001	pmid: 22219598	4	20	3
8741	pmid: 22219598	4	20	2
55364	pmid: 22219598	8	36	18
2956	pmid: 22219001	2	19	10
4436	pmid: 22219001	2	19	8
2956	pmid: 22219001	4	26	25
4292	pmid: 22219001	4	26	23
2956	pmid: 22219001	5	20	14
27030	pmid: 22219001	5	20	4
4436	pmid: 22219001	5	20	10
2956	pmid: 22219001	7	26	14
4436	pmid: 22219001	7	26	12
2956	pmid: 22219001	11	13	12
4436	pmid: 22219001	11	13	10
2956	pmid: 22219001	12	25	9
4436	pmid: 22219001	12	25	7
6749	pmid: 22217246	3	39	28
1057	pmid: 22217246	7	27	21
2011	pmid: 22216460	3	33	15
55364	pmid: 22215331	4	23	20
1993	pmid: 22215331	5	18	16
4280	pmid: 22215137	6	38	17
4280	pmid: 22214289	8	21	16
4280	pmid: 22214289	11	32	11
1057	pmid: 22214289	14	16	11
2011	pmid: 22213587	7	8	5
2065	pmid: 22213458	3	33	5
1956	pmid: 22213458	3	33	19
2065	pmid: 22213458	5	26	2
2011	pmid: 22213458	13	5	2
1057	pmid: 22213426	7	24	11
1057	pmid: 22213426	8	32	17
1956	pmid: 22213426	8	32	30
2011	pmid: 22213426	13	5	2
1057	pmid: 22213176	5	46	39
2011	pmid: 22213176	10	5	2
2011	pmid: 22213144	13	6	3
1057	pmid: 22213040	2	18	7
1057	pmid: 22213040	8	16	11
1057	pmid: 22213040	9	22	7
4280	pmid: 22213040	12	24	10
1967	pmid: 22212610	5	20	18
672	pmid: 22212556	2	15	11
675	pmid: 22212556	2	15	13
672	pmid: 22212556	4	20	18
672	pmid: 22212556	6	52	16
675	pmid: 22212556	6	52	34
672	pmid: 22212556	9	28	16
675	pmid: 22212556	9	28	26
672	pmid: 22212556	11	27	15
675	pmid: 22212556	11	27	25
672	pmid: 22212556	13	24	20
675	pmid: 22212556	13	24	22
1057	pmid: 22212451	2	13	12
4280	pmid: 22212451	4	51	21
1057	pmid: 22212451	5	40	33
1057	pmid: 22212451	6	40	26
4280	pmid: 22212451	6	40	18
4280	pmid: 22212451	8	28	15
1057	pmid: 22212451	9	40	34
2475	pmid: 22211100	5	37	24
2475	pmid: 22211100	6	25	23
1057	pmid: 22211100	6	25	13
1982	pmid: 22210438	6	25	23
2000	pmid: 22210438	9	30	2
1975	pmid: 22210438	10	20	11
3897	pmid: 22210381	2	17	4
3897	pmid: 22210381	3	29	4
3897	pmid: 22210381	4	30	22
3897	pmid: 22210381	5	26	13
1057	pmid: 22210381	6	30	24
3897	pmid: 22210381	6	30	13
3897	pmid: 22210381	7	40	9
4280	pmid: 22210381	7	40	6
3897	pmid: 22210381	10	47	24
9215	pmid: 22209958	7	22	14
1057	pmid: 22209766	3	34	18
1057	pmid: 22209766	6	53	47
1057	pmid: 22209766	8	26	22
1057	pmid: 22208613	4	30	24
1029	pmid: 22208613	5	66	20
1057	pmid: 22208613	5	66	49
7157	pmid: 22208613	5	66	18
1029	pmid: 22208613	6	26	6
7157	pmid: 22208613	6	26	8
1057	pmid: 22208613	8	10	9
4089	pmid: 22208613	8	10	4
1057	pmid: 22208613	10	27	16
3845	pmid: 22208613	11	35	7
1029	pmid: 22208613	12	20	8
1057	pmid: 22208613	12	20	19
7157	pmid: 22208613	12	20	10
4089	pmid: 22208613	13	39	28
1057	pmid: 22208613	14	22	21
1057	pmid: 22208494	11	29	25
1057	pmid: 22207048	7	8	5
1057	pmid: 22207048	11	7	4
6352	pmid: 22205974	3	20	2
6352	pmid: 22205974	5	36	17
6352	pmid: 22205974	6	19	3
4280	pmid: 22205974	7	25	6
1234	pmid: 22205974	9	19	12
6352	pmid: 22205974	10	29	2
6352	pmid: 22205974	11	24	8
1057	pmid: 22204556	3	24	14
1057	pmid: 22204556	4	32	20
1057	pmid: 22203845	2	14	7
1057	pmid: 22203845	3	16	13
25818	pmid: 22203845	7	27	17
25818	pmid: 22203845	8	15	8
25818	pmid: 22203845	9	22	14
1057	pmid: 22203731	4	22	14
1057	pmid: 22203731	5	21	13
4280	pmid: 22203731	6	26	9
1057	pmid: 22203731	12	19	8
1986	pmid: 22203456	5	27	25
1999	pmid: 22202410	3	38	24
1057	pmid: 22202408	8	23	22
1057	pmid: 22202286	4	16	12
1057	pmid: 22202286	6	13	12
1057	pmid: 22202286	11	28	14
1057	pmid: 22202286	12	15	10
9215	pmid: 22202271	8	15	10
2009	pmid: 22202233	14	22	10
1057	pmid: 22201186	3	27	24
1057	pmid: 22201186	4	20	17
1057	pmid: 22201186	5	29	17
4193	pmid: 22200978	2	14	4
4193	pmid: 22200978	4	13	6
4193	pmid: 22200978	5	54	49
1057	pmid: 22200978	6	37	36
4193	pmid: 22200978	6	37	9
4193	pmid: 22200978	7	18	5
1057	pmid: 22200969	2	23	14
5743	pmid: 22200969	6	19	11
1057	pmid: 22200969	7	30	23
5743	pmid: 22200969	7	30	13
1057	pmid: 22200969	10	10	7
1057	pmid: 22200969	11	11	5
5743	pmid: 22200969	12	19	10
5743	pmid: 22200969	13	16	14
1057	pmid: 22200969	14	24	21
5743	pmid: 22200969	15	27	23
4280	pmid: 22200969	15	27	16
1057	pmid: 22200913	2	13	12
1057	pmid: 22200913	6	27	17
1057	pmid: 22200913	7	17	8
1057	pmid: 22200913	8	14	12
1057	pmid: 22200892	3	21	12
1057	pmid: 22200892	5	28	2
1057	pmid: 22200743	6	23	8
1057	pmid: 22200743	7	45	44
331	pmid: 22200743	8	19	10
1057	pmid: 22200743	8	19	13
1057	pmid: 22200743	9	34	22
1057	pmid: 22200682	2	23	11
1057	pmid: 22200682	5	31	29
1057	pmid: 22200682	6	18	14
1057	pmid: 22200682	19	30	9
4280	pmid: 22200682	23	20	3
1057	pmid: 22200682	24	24	18
2001	pmid: 22200041	5	14	3
1995	pmid: 22200040	5	22	19
55364	pmid: 22199998	4	31	4
1057	pmid: 22198808	4	24	6
1057	pmid: 22198777	7	22	15
2003	pmid: 22197234	4	16	14
9022	pmid: 22197222	2	15	3
57111	pmid: 22197222	3	16	5
1057	pmid: 22197222	6	28	8
9022	pmid: 22197222	8	35	4
2000	pmid: 22196670	6	26	23
9215	pmid: 22194634	6	31	24
2305	pmid: 22194465	7	21	12
2305	pmid: 22194465	8	16	12
1057	pmid: 22194440	7	19	17
1057	pmid: 22194440	10	29	24
1319	pmid: 22194027	11	16	10
9215	pmid: 22194024	10	21	10
9215	pmid: 22194024	11	22	18
55364	pmid: 22194024	14	14	4
1999	pmid: 22192922	6	8	6
1000	pmid: 22192731	6	56	38
10352	pmid: 22191002	4	39	5
10352	pmid: 22191002	5	20	7
10352	pmid: 22191002	6	36	18
10352	pmid: 22191002	7	16	9
10352	pmid: 22191002	9	11	10
10352	pmid: 22191002	10	12	9
10352	pmid: 22191002	13	22	9
10352	pmid: 22191002	14	12	3
10352	pmid: 22191002	15	10	5
596	pmid: 22190866	2	26	25
596	pmid: 22190866	11	28	15
332	pmid: 22190866	11	28	4
1019	pmid: 22190866	12	16	3
1021	pmid: 22190866	12	16	5
596	pmid: 22190866	15	39	28
332	pmid: 22190866	15	39	25
29126	pmid: 22190470	2	18	6
29126	pmid: 22190470	3	33	27
1057	pmid: 22190470	3	33	18
29126	pmid: 22190470	4	14	10
29126	pmid: 22190470	5	18	12
29126	pmid: 22190470	7	34	7
29126	pmid: 22190470	8	31	22
2011	pmid: 22190470	10	5	2
1057	pmid: 22189301	10	25	9
1319	pmid: 22189026	13	20	12
55364	pmid: 22188961	5	26	17
2009	pmid: 22188923	4	21	12
1934	pmid: 22188668	5	24	12
1057	pmid: 22188668	7	46	21
1057	pmid: 22188668	8	22	14
1057	pmid: 22187705	5	17	10
4838	pmid: 22187705	11	13	5
4193	pmid: 22187431	3	22	7
4280	pmid: 22187431	6	39	21
4280	pmid: 22187431	7	27	16
4280	pmid: 22187431	8	26	22
4280	pmid: 22187431	9	29	15
672	pmid: 22187320	2	15	12
675	pmid: 22187320	2	15	14
672	pmid: 22187320	3	39	11
675	pmid: 22187320	3	39	13
672	pmid: 22187320	4	25	9
675	pmid: 22187320	4	25	13
1975	pmid: 22187320	4	25	23
672	pmid: 22187320	6	36	9
675	pmid: 22187320	7	31	2
675	pmid: 22187320	9	22	20
675	pmid: 22187320	10	23	9
9215	pmid: 22187320	11	18	16
2000	pmid: 22187239	6	50	15
1057	pmid: 22187035	7	45	3
1057	pmid: 22187035	8	50	5
55364	pmid: 22186617	4	27	9
1057	pmid: 22183301	6	16	15
1057	pmid: 22183301	7	35	33
55364	pmid: 22183301	9	15	10
1057	pmid: 22183301	9	15	14
1057	pmid: 22183301	12	17	8
2003	pmid: 22182835	4	39	15
2005	pmid: 22182835	4	39	18
5978	pmid: 22182835	4	39	28
5978	pmid: 22182835	20	12	7
2006	pmid: 22180716	4	19	2
3418	pmid: 22180306	2	15	8
207	pmid: 22180306	6	28	22
673	pmid: 22180306	6	28	16
1499	pmid: 22180306	6	28	24
3845	pmid: 22180306	6	28	10
4893	pmid: 22180306	6	28	20
5290	pmid: 22180306	6	28	14
5728	pmid: 22180306	6	28	27
7157	pmid: 22180306	6	28	12
3417	pmid: 22180306	7	35	7
3417	pmid: 22180306	8	18	4
3418	pmid: 22180306	8	18	6
3417	pmid: 22180306	9	38	9
3418	pmid: 22180306	9	38	11
3417	pmid: 22180306	10	21	8
3417	pmid: 22180306	11	12	2
55364	pmid: 22180096	12	22	11
2011	pmid: 22180096	16	5	2
2006	pmid: 22179506	5	21	6
1057	pmid: 22178657	5	77	19
9215	pmid: 22178561	6	25	18
1057	pmid: 22175891	5	30	7
1057	pmid: 22175891	8	24	2
947	pmid: 22174607	7	23	19
51561	pmid: 22174607	12	46	10
51561	pmid: 22174607	13	24	6
1057	pmid: 22173551	4	17	8
4162	pmid: 22173550	7	32	10
664	pmid: 22173550	14	21	12
1057	pmid: 22173495	2	17	15
1057	pmid: 22173495	3	18	7
23705	pmid: 22173495	4	17	4
1057	pmid: 22173495	5	13	12
23705	pmid: 22173495	6	15	4
1057	pmid: 22173495	7	14	10
23705	pmid: 22173495	8	25	5
1057	pmid: 22173495	10	20	15
23705	pmid: 22173495	11	20	7
23705	pmid: 22173495	12	19	6
1057	pmid: 22173493	2	15	8
1057	pmid: 22173493	4	39	20
9429	pmid: 22173493	5	37	29
7248	pmid: 22173120	7	16	7
7249	pmid: 22173120	7	16	9
2001	pmid: 22172900	5	31	10
2010	pmid: 22172900	5	31	12
2001	pmid: 22172900	6	33	5
1057	pmid: 22172501	6	25	23
1057	pmid: 22172501	9	37	25
1057	pmid: 22172501	10	48	34
1057	pmid: 22171596	4	22	21
1057	pmid: 22171596	5	49	40
1057	pmid: 22171596	11	38	37
1057	pmid: 22171596	12	25	24
2862	pmid: 22171148	7	17	5
2862	pmid: 22171148	8	20	7
1057	pmid: 22171124	9	24	23
1057	pmid: 22170433	2	20	19
596	pmid: 22170433	5	38	36
1057	pmid: 22170433	5	38	26
1057	pmid: 22170433	7	12	10
5727	pmid: 22170414	6	17	13
1057	pmid: 22170414	7	17	4
1057	pmid: 22170414	8	14	6
5727	pmid: 22170414	12	30	8
1057	pmid: 22170414	12	30	17
5727	pmid: 22170414	13	22	9
1057	pmid: 22170321	12	15	14
1057	pmid: 22168338	4	26	15
1057	pmid: 22168338	5	37	20
1057	pmid: 22168338	7	22	15
1057	pmid: 22168338	8	31	5
1057	pmid: 22168338	10	19	16
1057	pmid: 22168338	12	26	8
1057	pmid: 22167663	6	41	25
1934	pmid: 22167663	6	41	21
3845	pmid: 22167000	7	32	20
3845	pmid: 22167000	14	37	11
79728	pmid: 22166947	2	20	4
79728	pmid: 22166947	4	19	3
79728	pmid: 22166947	5	45	21
79728	pmid: 22166947	9	11	8
79728	pmid: 22166947	10	34	2
1057	pmid: 22166822	2	10	3
1057	pmid: 22166822	4	12	8
1057	pmid: 22166822	8	19	9
54822	pmid: 22166235	2	18	4
54822	pmid: 22166235	3	17	5
1057	pmid: 22166235	5	11	10
54822	pmid: 22166235	5	11	5
54822	pmid: 22166235	8	25	11
1057	pmid: 22165963	10	20	19
1080	pmid: 22165691	7	29	7
256297	pmid: 22164219	5	41	40
4318	pmid: 22164219	11	21	8
9215	pmid: 22163260	10	22	17
1057	pmid: 22162753	3	16	6
1057	pmid: 22162753	5	21	4
1057	pmid: 22162753	7	15	5
1057	pmid: 22162753	8	19	5
1057	pmid: 22162753	9	17	16
4280	pmid: 22162753	13	9	4
1057	pmid: 22162268	2	15	14
1057	pmid: 22162268	9	18	17
1057	pmid: 22162232	7	17	13
1057	pmid: 22162229	8	28	20
675	pmid: 22162228	8	34	8
9122	pmid: 22162139	10	21	16
2006	pmid: 22160780	4	14	12
1057	pmid: 22160590	6	47	25
1057	pmid: 22159556	4	23	13
1057	pmid: 22159556	5	34	10
1057	pmid: 22159556	6	28	22
1057	pmid: 22159556	7	20	13
1057	pmid: 22159556	11	14	8
1057	pmid: 22159556	12	12	5
596	pmid: 22159556	13	41	20
1057	pmid: 22159556	13	41	40
1057	pmid: 22159556	14	29	12
1057	pmid: 22159447	2	14	12
1057	pmid: 22159447	8	15	6
1057	pmid: 22159447	9	8	6
1057	pmid: 22159447	14	22	17
1057	pmid: 22159401	6	22	19
1057	pmid: 22159401	7	18	17
1057	pmid: 22159329	11	20	4
4280	pmid: 22159228	7	15	2
4280	pmid: 22159228	8	16	6
100129528	pmid: 22159147	4	28	15
94025	pmid: 22159147	5	18	12
94025	pmid: 22159147	6	31	14
1057	pmid: 22159147	8	17	10
94025	pmid: 22159147	8	17	2
94025	pmid: 22159147	9	26	15
1057	pmid: 22158988	8	35	30
54894	pmid: 22158988	10	18	7
1057	pmid: 22158074	3	14	13
1057	pmid: 22158071	5	27	25
1057	pmid: 22158044	4	27	17
4280	pmid: 22158044	7	25	2
4280	pmid: 22157328	5	48	34
4280	pmid: 22157328	6	15	8
1057	pmid: 22157328	7	52	22
1057	pmid: 22157328	10	51	48
1981	pmid: 22156923	5	20	17
4292	pmid: 22156295	2	18	14
1057	pmid: 22156295	4	16	10
1517	pmid: 22156295	6	16	7
1057	pmid: 22156295	9	8	7
4292	pmid: 22156295	10	15	13
4292	pmid: 22156295	11	31	11
1057	pmid: 22156295	11	31	8
4292	pmid: 22156295	12	20	5
1057	pmid: 22156295	12	20	13
4292	pmid: 22156295	13	39	31
1057	pmid: 22156295	13	39	3
7157	pmid: 22156295	13	39	27
4292	pmid: 22156295	14	14	13
1057	pmid: 22156295	14	14	9
4292	pmid: 22156295	16	24	6
2677	pmid: 22155850	8	18	14
2677	pmid: 22155850	9	16	14
2677	pmid: 22155850	10	17	9
2009	pmid: 22155849	5	36	19
1057	pmid: 22153808	7	22	20
2001	pmid: 22151922	4	23	5
6749	pmid: 22151922	13	28	17
1057	pmid: 22147975	2	11	5
1057	pmid: 22147975	6	22	12
9215	pmid: 22147973	3	36	30
4280	pmid: 22147941	5	32	29
1057	pmid: 22147941	15	19	18
1057	pmid: 22147753	4	24	11
3065	pmid: 22147512	2	18	5
3066	pmid: 22147512	2	18	7
1057	pmid: 22147512	4	28	7
1057	pmid: 22147512	5	20	17
1057	pmid: 22147512	7	23	10
1057	pmid: 22147512	8	19	12
3065	pmid: 22147512	10	26	16
3066	pmid: 22147512	10	26	18
1057	pmid: 22147512	11	27	15
1057	pmid: 22147512	13	8	5
1057	pmid: 22147491	5	55	54
2011	pmid: 22147491	7	8	3
7157	pmid: 22146521	2	15	3
7157	pmid: 22146521	3	13	12
7157	pmid: 22146521	4	18	3
7157	pmid: 22146521	5	24	14
1057	pmid: 22146521	6	23	15
7157	pmid: 22146521	6	23	5
7157	pmid: 22146521	7	14	10
7157	pmid: 22146521	8	13	2
7157	pmid: 22146521	9	27	17
7157	pmid: 22146521	10	22	4
7157	pmid: 22146521	11	24	12
1057	pmid: 22144034	3	26	10
2045	pmid: 22143577	8	15	5
27259	pmid: 22143536	2	18	3
27259	pmid: 22143536	4	28	6
27259	pmid: 22143536	6	16	3
27259	pmid: 22143536	8	19	3
27259	pmid: 22143536	10	22	2
27259	pmid: 22143536	11	12	2
27259	pmid: 22143536	14	22	2
27259	pmid: 22143536	15	16	5
27259	pmid: 22143536	16	39	3
1057	pmid: 22143536	16	39	10
27259	pmid: 22143536	17	22	7
80303	pmid: 22142827	3	29	9
112744	pmid: 22142827	11	32	6
112744	pmid: 22142827	12	32	18
5168	pmid: 22142333	2	17	13
54882	pmid: 22142333	5	24	13
1057	pmid: 22140510	3	26	21
4280	pmid: 22140510	6	22	14
2735	pmid: 22140510	9	14	12
2735	pmid: 22140510	10	20	19
2735	pmid: 22140510	12	29	24
1057	pmid: 22140463	2	19	18
3845	pmid: 22140463	2	19	14
4280	pmid: 22140463	2	19	11
3845	pmid: 22140463	3	38	4
4280	pmid: 22140463	4	24	2
4280	pmid: 22140463	5	30	15
1057	pmid: 22140463	6	22	21
7171	pmid: 22140463	6	22	13
1956	pmid: 22139427	2	16	14
1057	pmid: 22139427	6	24	9
1057	pmid: 22139427	8	25	20
1978	pmid: 22139427	9	34	17
1956	pmid: 22139427	10	9	6
1956	pmid: 22139427	11	13	11
2004	pmid: 22138761	4	26	2
9215	pmid: 22138761	7	22	10
80315	pmid: 22138752	6	40	12
4221	pmid: 22136834	2	15	4
4221	pmid: 22136834	4	13	3
4221	pmid: 22136834	6	17	8
6755	pmid: 22136833	2	12	11
6755	pmid: 22136833	3	25	14
6755	pmid: 22136833	4	25	24
6755	pmid: 22136833	5	30	8
6755	pmid: 22136833	7	19	5
6755	pmid: 22136833	8	12	11
6755	pmid: 22136833	9	34	30
6755	pmid: 22136833	10	25	3
6755	pmid: 22136833	11	32	20
1962	pmid: 22136832	4	10	8
1956	pmid: 22135123	2	18	13
1057	pmid: 22135123	7	36	17
9215	pmid: 22135123	7	36	9
1057	pmid: 22135123	8	20	18
1057	pmid: 22135077	3	23	22
1956	pmid: 22134789	2	18	11
1956	pmid: 22134789	5	33	18
1057	pmid: 22134789	7	24	23
1057	pmid: 22134789	8	21	10
1956	pmid: 22134789	9	23	11
1956	pmid: 22134789	10	22	16
1956	pmid: 22134789	11	47	20
1057	pmid: 22134718	3	39	23
4280	pmid: 22134718	5	31	12
1057	pmid: 22134718	11	29	3
1995	pmid: 22134629	4	23	21
1973	pmid: 22134518	6	12	8
9215	pmid: 22134518	12	21	12
1111	pmid: 22134241	2	15	13
1111	pmid: 22134241	3	34	27
142	pmid: 22134241	4	16	2
1111	pmid: 22134241	5	27	10
142	pmid: 22134241	5	27	14
1057	pmid: 22134241	6	27	7
1057	pmid: 22134241	8	27	26
1111	pmid: 22134241	12	18	8
142	pmid: 22134241	12	18	10
1111	pmid: 22134241	13	32	10
4280	pmid: 22134116	12	5	2
9215	pmid: 22134116	18	19	12
1057	pmid: 22133881	3	17	11
1057	pmid: 22132974	5	19	17
1057	pmid: 22132131	5	31	29
4280	pmid: 22132131	7	20	3
4280	pmid: 22132131	9	18	2
596	pmid: 22132131	11	23	17
596	pmid: 22132131	14	17	12
1057	pmid: 22132131	15	12	8
1057	pmid: 22132114	9	25	20
1057	pmid: 22132114	11	42	18
4838	pmid: 22131088	2	17	8
4838	pmid: 22131088	4	26	22
2009	pmid: 22131088	5	29	6
4838	pmid: 22131088	6	39	20
4838	pmid: 22131088	14	15	7
1057	pmid: 22130069	2	14	10
4089	pmid: 22130069	2	14	6
1057	pmid: 22130069	4	47	46
4089	pmid: 22130069	4	47	27
6749	pmid: 22130069	4	47	4
1057	pmid: 22130069	6	18	13
4089	pmid: 22130069	6	18	8
4089	pmid: 22130069	8	10	2
5585	pmid: 22130069	9	15	11
1057	pmid: 22130069	10	27	23
4089	pmid: 22130069	10	27	20
5585	pmid: 22130069	10	27	26
1057	pmid: 22130069	11	24	14
4089	pmid: 22130069	11	24	8
5395	pmid: 22129180	9	16	8
5395	pmid: 22129180	11	14	10
4292	pmid: 22129180	13	17	10
5395	pmid: 22129180	13	17	16
2475	pmid: 22128312	4	12	4
2475	pmid: 22128312	6	37	2
1057	pmid: 22128300	6	18	10
3845	pmid: 22128300	11	13	8
7157	pmid: 22128300	11	13	6
1057	pmid: 22128300	13	21	15
1057	pmid: 22128285	3	23	19
1057	pmid: 22128285	4	52	37
2003	pmid: 22127781	4	19	9
2011	pmid: 22127781	4	19	11
3845	pmid: 22127206	2	15	12
7171	pmid: 22127206	2	15	13
3845	pmid: 22127206	3	20	2
1057	pmid: 22127206	4	20	19
1057	pmid: 22127206	5	18	12
3845	pmid: 22127206	5	18	10
1956	pmid: 22127113	3	18	12
1057	pmid: 22127113	5	45	32
1956	pmid: 22127113	5	45	6
1956	pmid: 22127113	6	35	12
1956	pmid: 22127113	7	18	14
55364	pmid: 22127113	8	42	35
1956	pmid: 22127113	8	42	13
6749	pmid: 22126293	6	35	19
55364	pmid: 22125638	8	28	22
1277	pmid: 22125638	9	17	15
2494	pmid: 22125638	12	18	6
2011	pmid: 22125185	12	8	3
6194	pmid: 22125066	2	10	9
1057	pmid: 22125066	3	17	13
2475	pmid: 22125066	5	34	15
1057	pmid: 22125066	6	26	9
2475	pmid: 22125066	8	27	3
1057	pmid: 22125026	2	10	9
1057	pmid: 22125026	3	36	34
1057	pmid: 22125026	6	46	26
11335	pmid: 22123527	6	30	23
9215	pmid: 22123505	5	21	13
4838	pmid: 22123160	10	25	2
4838	pmid: 22123160	11	43	26
4838	pmid: 22123160	12	32	4
2011	pmid: 22121010	18	8	3
9592	pmid: 22120713	2	19	5
1057	pmid: 22120713	2	19	8
1057	pmid: 22120713	3	18	17
1057	pmid: 22120713	4	22	19
9592	pmid: 22120713	5	18	3
9592	pmid: 22120713	6	18	3
9592	pmid: 22120713	7	26	11
9592	pmid: 22120713	8	17	3
9592	pmid: 22120713	9	14	5
9592	pmid: 22120713	11	39	21
55364	pmid: 22120667	5	15	7
4280	pmid: 22120667	6	37	2
1111	pmid: 22120667	7	10	2
55364	pmid: 22120667	9	24	3
7171	pmid: 22119988	4	22	17
1057	pmid: 22119988	6	22	12
1057	pmid: 22119145	4	37	23
7852	pmid: 22119145	7	15	14
1057	pmid: 22118662	4	29	10
1057	pmid: 22118662	6	21	10
1057	pmid: 22118662	10	37	18
10131	pmid: 22116673	2	19	9
1057	pmid: 22116673	5	32	31
10131	pmid: 22116673	8	31	17
10131	pmid: 22116673	9	20	9
1057	pmid: 22116540	6	33	26
1057	pmid: 22116540	7	29	23
1956	pmid: 22116519	6	77	44
1057	pmid: 22115979	6	36	31
1728	pmid: 22115979	11	27	21
1057	pmid: 22115911	2	10	9
2001	pmid: 22115568	4	16	13
4280	pmid: 22114719	4	33	5
4280	pmid: 22114719	6	35	8
1057	pmid: 22114719	7	51	48
9644	pmid: 22114139	5	33	9
2003	pmid: 22114136	5	33	27
4280	pmid: 22113584	5	33	26
3845	pmid: 22113502	2	17	7
3845	pmid: 22113502	3	17	11
4280	pmid: 22113502	5	26	4
3845	pmid: 22113502	7	31	21
3845	pmid: 22113502	8	10	7
1057	pmid: 22113502	9	50	7
3845	pmid: 22113502	9	50	40
4280	pmid: 22113502	9	50	16
3845	pmid: 22113502	10	27	23
3845	pmid: 22113502	11	23	22
1057	pmid: 22113313	2	18	13
1057	pmid: 22113313	6	24	23
9215	pmid: 22113313	7	30	9
4280	pmid: 22113313	7	30	7
1057	pmid: 22113313	8	19	6
4089	pmid: 22112419	2	24	15
100129528	pmid: 22112419	4	25	22
4583	pmid: 22112419	9	25	21
4583	pmid: 22112419	13	23	6
55364	pmid: 22112418	4	8	4
55364	pmid: 22112418	7	20	9
